id,accreditations,alternate_name,date_incorporated,description,email,funding_sources,legal_status,licenses,name,tax_id,tax_status,website
139330,,,,Provides a variety of homecare and support services to the elderly and individuals of all ages with mental and physical disabilities.,victoirehs@netzero.com,,,,"Victoire Health Services, Inc.",,,
138872,,,,"All women organization designed to enhance the quality of American and Jewish life through its education and Zionist youth programs.  Raises funds for Israeli hospitals, welfare, and other educational programs.",baltimore.chapter@hadassah.org,,,,Hadassah,,,http://www.baltimore.hadassah.org
139760,,,,The LMB and its partners work together to identify and prioritize human service needs in the Baltimore County.  These needs form the basis of a planning process that directs the pursuit of resources to fill identified gaps in the service delivery system.,rdavis@baltimorecountymd.gov,,,,Baltimore County Local Management Board,,,http://www.baltimorecountymd.gov/agencies/lmb/index.html
137791,,,,Operates a food pantry for anyone in need and provides Christmas food baskets for the holidays.,slaw776@hotmail.com,,,,Carter Memorial Church of God in Christ,,,http://www.cartermemorial.org
139019,,,,"Provides information, education, advocacy and referrals to medical professionals regarding childhood lead poisoning.",info@leadsafe.org,,,,Coalition to End Childhood Lead Poisoning,,,http://www.leadsafe.org
137705,,BGE,,Supplies the greater Baltimore area with gas and electricity services. Also offers programs to help those who are unable to pay their utility bills.,,,,,Baltimore Gas and Electric Company (BGE),,,http://www.bge.com
139432,,,,Provides comprehensive in-home health care services.,allaboutyou@verizon.net,,,,"All About You Health Care Service, Inc.",,,http://www.allaboutyouhealthcarecom.verizonsupersite.com
139598,,,,Network of churches organized to provide support to and basic needs of homeless families.,,,,,Baltimore Interfaith Hospitality Network,,,
139127,,,,"Delivers two meals a day, Mon-Fri, to homebound persons who are unable to cook or shop for themselves.",director@mowcm.org,,,,"Meals On Wheels, Central MD, Inc.",,,http://www.mowcm.org
138366,,,,Operates a soup kitchen; a parent support group; and offers clothing and financial assistance.,,,,,Shiloh Christian Community Church,,,http://www.shilohccchurch.com
139824,,,,Provides a food pantry to individuals and families in need in Baltimore County.,towsonumc@towsonumc.org,,,,Towson United Methodist Church,,,http://www.towsonumc.org
138018,,,,"Provides counseling, tutoring, substance abuse programs, homeowner's assistance and presentations to organizations for the northeast Baltimore community.",harbel.community@juno.com,,,,"Harbel Community Organization, Inc.",,,http://www.harbel.org
138761,,,,"Through medical services, education and advocacy, Planned Parenthood has established a strong tradition of enabling Marylanders to make informed decisions about their health, family planning options and sexuality.",johnsblog@ppmaryland.org,,,,"Planned Parenthood of Maryland, Inc.",,,http://www.plannedparenthoodmd.org
137744,,Bread of Life Ministry (Baltimore),,"Operates a soup kitchen, food pantry and distributes clothing to Baltimore City residents in need.",,,,,Bread of Life Ministry,,,
137894,,,,"Offers information and assistance with most VA benefits and programs, disaster relief and transportation to medical appointments at VA Medical Centers.",,,,,Disabled American Veterans,,,http://www.dav.org/offices.htm
139189,,Fayette House,,Operates a residential halfway house for men recovering from substance abuse.,fayette77@aol.com,,,,"New Fayette House, Inc.",,,
137713,,,,"Provides several residential treatment facilities for abused, neglected, emotionally and behaviorally disturbed children and adolescents ages 9-20; and foster homes for medically fragile children from birth to 18 years of age.",info@boardofchildcare.org,,,,Board of Child Care,,,http://www.boardofchildcare.org
139074,,,,A non-profit farm run by full-time volunteers dedicated to alleviating hunger and improving nutrition of economically disadvantaged citizens worldwide.,garharvest@aol.com,,,,Garden Harvest,,,http://www.gardenharvest.org
139131,,,,Serves as an architect and catalyst for needed policy development and change in the health and human service systems of Baltimore City. Provides advocacy and leadership necessary to ensure the protection and promotion of the health of Baltimore's citizens.,bchd@baltimorecity.gov,,,,Baltimore City Health Department,,,http://www.baltimorehealth.org/
139453,,GILD (Group For the Independent Learning Disabled),,"Provides social and life skills development classes, social activities, counseling by phone (as needed) and parent-family support for persons who are learning disabled.",,,,,Group For the Independent Learning Disabled (GILD),,,
138491,,,,Graduate law school for accepted students. Also Assists eligible residents with legal matters by assigning law students to clients under the supervision of professors.,,,,,University of Baltimore School of Law,,,http://law.ubalt.edu
139280,,,,"Provides a variety of support services to the Hispanic/Latino community, including information & referral, mediation, and sponsors public events.  Volunteers, 18 and older, welcome.",hispanicaffairs@baltimorecity.gov,,,,Mayor's Office of Hispanic Affairs,,,http://www.baltimorecity.gov
138887,,,,"As the direct services agency of the Annie E. Casey Foundation, offers in-home assistance for pregnant adolescents or teens with new babies, a grandparents support group, after school program, fatherhood services, and family support services.",lsimon@caseyfamilyservices.org,,,,Casey Family Services,,,http://www.caseyfamilyservices.org
137621,,,,"Provides vocational rehabilitation services and residential living for adults with severe, persistent mental illness and developmental disabilities.",,,,,Alliance Inc,,,http://www.allianceinc.org
138700,,,,Promotes and markets Baltimore as a major tourist and convention destination.,,,,,Baltimore Area Convention and Visitors Association,,,http://www.baltimore.org
137949,,,,"Provides emergency food, holiday assistance and clothes.",,,,,First Baptist Church of Essex Pantry,,,
138645,,,,Provides adult literacy services in the South Baltimore area.,ssocha@southbaltimorelearns.org,,,,South Baltimore Learning Corporation,,,http://www.southbaltimorelearns.org
138215,,,,"Offers the Carpenter's Kitchen, a soup kitchen.",mvpbalto@comcast.net,,,,Mt. Vernon Place United Methodist Church,,,
138995,,MHC,,"Sponsors a variety of humanities programs, such as Admit Family and Children's Reading Discussion Programs, throughout the state of Maryland.",,,,,Maryland Humanities Council (MHC),,,http://www.mdhc.org
137733,,,,"Provides educational seminars and forums, a newsletter and resource center to those concerned with black mental health issues in Baltimore.",bhealthall@aol.com,,,,Black Mental Health Alliance for Education/Consultation,,,http://www.blackmentalhealth.com
137699,,,,"Provides law enforcement, police services and community programs for Baltimore County.",bcopd@baltimorecountymd.gov,,,,Baltimore County Police Department,,,http://www.baltimorecountymd.gov/police
137676,,BARC,,"Provides a variety of support services for adults with developmental disabilities and their families, including vocational services; recreation; adult day programs; residential services; counseling; respite care and case management.",mstemler@arcofbaltimore.org,,,,"Arc of Baltimore, The",,,http://www.baltimorarc.org
138429,,,,Operates a soup kitchen every Monday.,,,,,St. Rita Catholic Church,,,
139238,,,,Assists parents of special needs children with financial planning.,savader@qis.net,,,,ASK:  Association For Special Kids,,,http://www.specialkids.com
139557,,,,"Office was formed in 1989 to rebuild and serve the Collington Square community by offering drug treatment, preventing drug trafficking, and providing a safe, wholesome environment for area residents. Transistional housing for men and women. Also food, clothing and health care available.",Day1Sp@aol.com,,,,"Dayspring Programs, Inc",,,http://www.dayspringbaltimore.com
139107,,,,Provides information and referral on the topic of dyslexia.  Includes lists of tutors and assessment sites.  Office literature and information sheets to interested individuals.,info@interdys.org,,,,International Dyslexia Association,,,http://www.interdys.org
137725,,,,Provides emergency food to Baltimore City residents who have a referral from DSS or another social service agency.,mruss73160@aol.com,,,,Tabernacle Deliverance Community Church,,,
139384,,DHS,,Works to protect the nation against further terrorist attacks.,,,,,U.S. Department of Homeland Security,,,http://www.dhs.gov/dhspublic
138595,,,,Investigates and arbitrates conflicts between employer and employee concerning wages.,,,,,Wage Commission,,,
137660,,,,Operates a telephone service which helps people locate medical care in the Anne Arundel County area.,,,,,Anne Arundel County Medical Society,,,http://www.aahealth.org
138741,,,,Professional association for psychologists in Maryland that provides a referral service to the public.,exec@marylandpsychology.net,,,,Maryland Psychological Association,,,http://www.marylandpsychology.org
137908,,,,Offers emergency food to area residents in need.,dundalkcob@hotmail.com,,,,Dundalk Church of The Brethren Pantry,,,
139445,,Maryland State Dept. of Public Safety & Correction Sv,,"Has the primary responsibility for controlling, supervising, and providing services for defendants and offenders in their custody.In addition, DPSCS creates statewide correctional and rehabilitative initiatives and criminal justice training standards that are the foundation of Maryland's crime control efforts.",,,,,Maryland Dept. of Public Safety & Correctional Services,,,http://www.dpscs.state.md.us
138604,,,,"Based on 12 steps of Alcoholics Anonymous, the program provides people who suffer from obsessive-compulsive behaviors with mutual support.",,,,,Twelve Step Recovery Workshop,,,http://www.12steps-recovery.org
139296,,,,"Offers psychotherapy and counseling services. Behavioral healthcare services are designed to meet the specific needs of individual clients, groups and families.  Utilizing the strengths of the client, we are able to help clients realize their inner power to achieve healing and enhance the quality of their lives
.",,,,,Progressive Life Center,,,http://www.ntuplc.org
138038,,,,Provides free health care services to the homeless population in Maryland.,info@hchmd.org,,,,"Health Care for the Homeless, Inc.",,,http://www.hchmd.org
138468,,,,"Operates Westminster House which offers efficiency, junior one bedroom, one-bedroom, two bedroom apartments to persons ages 62 and older.",westministerhse02@aol.com,,,,"United Presbyterian Ministries, Inc.",,,
138192,,,,Offers emergency food and financial assistance to persons living within a 2 block perimeter of the church.,,,,,Metropolitan UMC Outreach,,,
139594,,,,"Provides tax assistance, homebuyer education, and financial counseling.",robin@ehcdc.org,,,,East Harbor Community Development Corporation,,,http://www.ehcdc.org
138690,,Epilepsy Foundation of the Chesapeake Region,,"Offers information and referral, community resources, counseling and support groups, residential support, employment services and educational awareness workshops for the general public. Adult volunteers welcome.",,,,,Abilities Network,,,http://www.abilitiesnetwork.org/
139081,,,,"Provides intensive outpatient substance abuse treatment, assessments and referrals.  Offers support services to the families of substance abusers.  Residential facility for women with Children  and transitional housing when treatment is complete at the Recovery Center.",prcbaltimore@aol.com,,,,"Powell Recovery Center, Inc.",,,http://www.powellrecoverycenter.com
138940,,Hands on Baltimore,,Volunteer referral agency placing prospective volunteers in volunteer opportunities. Also operates a children's educational and recreational program in two Baltimore City elementary schools.,infomation@volunteercentral.net,,,,Business Volunteer Unlimited Maryland,,,http://www.bvumaryland.org
139202,,,,Business which sells new hearing aids at reduced prices.,,,,,Maryland Hearing Aid Service,,,
139347,,,,Transitional housing for females in recovery from substance abuse/alcohol abuse. Ex-offenders accepted. Educational and job training opportunities available.,bholmesesq@verizon.net,,,,Moriah House,,,
137709,,Ripken Learning Center,,Works in partnerships to improve and expand services to non-reading and low-literacy adults by operating programs and providing technical assistance to Baltimore's literacy providers.,mmclaurin@baltimorereads.org,,,,"Baltimore Reads, Inc.",,,http://www.baltimorereads.org
137924,,,,"Provides comprehensive library services to residents of Baltimore City, including loans of books, CD's, videos and DVD's; access to the Internet; community programs; services for persons who are visually or hearing-impaired; and information & referral to resources for the general public.",geninfo@prattlibrary.org,,,,Enoch Pratt Free Library,,,http://www.prattlibrary.org
137861,,,,Operates a food pantry which is open to anyone in need.,johnstonsq@aol.com,,,,Community Development Corporation,,,
138297,,,,Offers outreach and numerous direct human service programs to homeless persons and ex-offenders in the Baltimore area.,michael-brown204@hotmail.com,,,,"Prisoners Aid Association of MD, Inc.",,,http://www.prisonersaid.org
138014,,,,"Offers educational, recreational and parent/child programs for Hampden area residents of Baltimore City. Also offers energy assistance.",svassor@hampdenfamilycenter.org,,,,Hampden Family Center,,,http://www.hampdenfamilycenter.org
138501,,,,An organization of veterans that advocates for veteran's rights through membership in the organization.,,,,,"Vietnam Vets of America, Balto. Chap #451",,,
139740,,,,"Promotes community development and public safty through commercial development, community initiatives and block watch programs in the Washington Village/Pigtown area of Baltimore City.",,,,,WPNPC,,,
137877,,,,Helps recovering addicts and alcoholics by providing housing in a structured drug-free environment.  Also operates a resource center for alcohol/drug abusers.,harriettedeangelis@hotmail.com,,,,"Courage to Change Foundation, Inc.",,,
138002,,Grant-A-Wish/The Children's Promise Foundation,,"Offers children of the United States, who are terminally ill, wishes, trips, vacations, housing during medical treatment, in-hospital entertainment and local adventures.",info@believeintomorrow.org,,,,Believe in Tomorrow Children's Foundation,,,http://www.believeintomorrow.org
138901,,,,Operates assisted living facility for persons with developmental disabilities.,,,,,Creative Options,,,http://www.creativeopts.org
139756,,,,Provides housing for adults coming from or currently within a substance or alcohol abuse treatment center and are 60 days clean.  Offers 12-15 months stay.,ourrecoveryhomes@aol.com,,,,Our Recovery Homes,,,
137748,,,,Sponsors a peer support group for children ages 6-12 whose parents are facing separation or divorce.,,,,,Brown Memorial Woodbrook Presbyterian Churc,,,http://www.brownmemorialwoodbrook.org
138239,,North Arundel Hospital,,"Offers general medical services, rehabilitation, social work, health screenings, home care and support groups.
If interested in becoming a volunteer, call 410-787-4678.",awagner@bwmc.umms.org,,,,Baltimore-Washington Medical Center,,,http://www.bwmc.umms.org
138393,,,,"Provides  housing programs such as home sharing, counseling, legal services, and vacant house renovation, primarily to low-income Baltimore city and Baltimore county residents, and to encourage and support strong and diverse neighborhoods.",VinQ@stambros.org,,,,"St. Ambrose Housing Aid Center, Inc.",,,http://www.stambros.org
139582,,,,Provides transitional housing and support services to families making the transition from homelessness to self sufficiency.,ddavis@shgbaltimore.org,,,,"Supportive Housing Group, Inc.",,,
139097,,,,Provides support and rehabilitation for persons who have had laryngectomies or other vocal chord injuries.,,,,,Lost Chord Club,,,
138110,,,,"Provides skilled and intermediate nursing inpatient care.  Services include medical adult day care outpatient services, geriatric evaluations and residential care.",administration@keswick-multicare.org,,,,Keswick Multicare Center,,,http://www.keswick-multicare.org
138404,,,,"Provides community health education, free health screenings, a senior resource center, ""Lifeline"" (an emergency response program), and general medical, surgical, substance abuse and psychological services.",graceserafini@chi-east.org,,,,St. Joseph Medical Center,,,http://www.sjmcmd.org
138238,,,,Provides emergency food for persons in need in Baltimore City.,,,,,New Shiloh Baptist Church,,,http://www.newshilohbaptist.com
138392,,,,Offers general medical and surgical services for Baltimore area residents.,,,,,St. Agnes Hospital,,,http://www.stagnes.org
139079,,,,Provides emergency food to Baltimore County families and individuals in need.,,,,,Essex United Methodist Church,,,
138453,,,,Provides child care and  adoption services.,,,,,Diakon Lutheran Social Ministries,,,http://www.diakon.org
137749,,,,"Provides overnight shelter for men, women and children. emergency food pantry and a soup kitchen.",gmatthews@etcmediaservices.com,,,,Brown's Community Outreach,,,
138146,,MCIL-Making Choices for Independent Living,,"Provides services to people with disabilities  such as IL skills training, advocacy, I&R, peer counseling, PASS, housing referrals, recreation events, ADA training, accessible surveys and more.",,,,,Making Choices for Independent Living (MCIL),,,http://www.mcil-md.org
139184,,,,Operates a semi-independent residential program for wards of the State ages 16-21.,kkeegan@newpathways.org,,,,"New Pathways, Inc.",,,http://www.newpathways.org
138795,,,,Provides emotional support to families with missing children as well as providing training for volunteers who are interested in helping missing and exploited children.,anneb@mecamd.com,,,,Missing and Exploited Children's Association (MECA),,,http://www.mecamd.com
138916,,Baltimore United in Leadership Development,,"A non-partisan, interfaith, non-profit community organization whose goals include providing affordable housing, improving education, increasing job opportunities, among other issues, in order to make Baltimore a better place to live and work for all residents.",info@buildiaf.org,,,,BUILD (Baltimoreans United in Leadership Development),,,http://www.buildiaf.org
138015,,,,"Provides emergency food, clothing, pampers, holiday assistance and financial assistance for residents of zipcodes 21209 and 21211 and church parishioners.",,,,,HWRMW Christian Fellowship,,,
138150,,Maryland State Dept. of Business & Economic Develop.,,"Promotes and markets local products and services here and abroad to encourage international trade and tourism; attract new businesses to the state; create jobs; and provide Maryland companies with workforce training and financial assistance. The 6 components are: Division of Regional Development, Division of Marketing, Division of Financing Programs, Office of Tourism, Maryland State Arts Council and Maryland Film Commission.",,,,,Maryland Dept. of Business & Economic Development,,,http://www.choosemaryland.org
137925,,,,Offers emergency food and financial assistance to Baltimore City residents in need. Entire program closed each July and August.,office@enonbaptist-baltimore.org,,,,Enon Baptist Church,,,
137860,,,,"A neighborhood-based, non-profit organization that provides emergency services, such as a food pantry, financial assistance, and information & referral to residents of Glyndon, Reisterstown and Owings Mills.",,,,,Community Crisis Center,,,
139203,,,,Operates the addictions programs of GBMC and Sheppard Pratt.,,,,,Partners in Recovery,,,http://www.partnersinrecovery.com
139346,,,,"Provides conflict resolution services for court diversion for young offenders, alternatives to suspension, ongoing neighborhood conflicts.  Adult volunteers welcome.",info@communityconferencing.org,,,,Community Conferencing Center,,,http://www.communityconferencing.org
137708,,,,"Offers pregnancy testing, formula, diapers, baby and maternity clothes, and baby furniture to residents.  Also provides counseling on pregnancy through a hotline.",,,,,Baltimore Pregnancy Center,,,
139829,,,,no description,townhall@upmd.org,,,,Town of University Park,,,http://www.upmd.org
138039,,,,"Patients can access a full range of services, including primary medical care, women's health services, nutritional assessments and counseling, pediatrics, dental care, HIV medical care, walk-in HIV counseling, testing and referral services, HIV consultation services to residents of Maryland's Eastern Shore, an STD clinic, an in-house pharmacy, medication adherence support for patients on anti-retroviral therapy, mental health services, addictions counseling, case management and sub-specialty consultations in dermatology, infectious disease, podiatry and psychiatry.",development@chasebrexton.org,,,,"Chase Brexton Health Services, Inc.",,,http://www.chasebrexton.org
139278,,,,Provides counseling and support services to youth under 18 and their families in East Baltimore.,hmaceo@starpower.net,,,,East Baltimore Youth & Family Services,,,
138890,,STAR,,"Provides emotional, spiritual and financial support to persons living with HIV/AIDS.",,,,,"STAR: Sisters Together and Reaching, Inc.",,,http://www.sisterstogetherandreaching.org
139782,,,,Aims to handle the housing and business development of Southeast Baltimore. Offers a housing counseling program open to all Baltimore city residents.,chris@southeastcdc.org,,,,Southeast Community Development Corporation,,,http://www.southeastcdc.org
139151,,Maryland State Department of Aging,,Provides programs and services to citizens who are 60 years of age or older and their families.,info@moda.state.md.us,,,,Maryland Dept. of Aging,,,http://www.mdoa.state.md.us
137909,,,,"Acts as the main office for the Catonsville, Dundalk and Essex branches of the Community College of Baltimore County offering a wide variety of academics and continuing education courses.",,,,,"Community College of Baltimore County, The",,,http://www.ccbcmd.edu
139556,,,,Shelter for single women and women with children (boys up to age 11 and girls of any age.),,,,,Christ Lutheran Place,,,
139106,,,,"Operates 14 sites in Baltimore City.  Provides information and referral,  day trips, computer classes, Tai-Chi, exercise, tax assistance,  arts and crafts. No volunteers needed.",snnbjimw@yahoo.com,,,,Senior Network of North Baltimore,,,
138717,,EEOC,,"Provides oversight and coordination of all federal equal employment opportunity regulations, practices and policies.",,,,,Equal Employment Opportunity Commission (EEOC),,,http://www.eeoc.gov
139413,,,,A university for graduate students pursuing Ph.D or M.D./Ph.D degrees for clinical research and for patient care.,,,,,Johns Hopkins University School of Medicine,,,http://www.hopkinsmedicine.org
139686,,,,"Offers a support group on the 2nd and 4th Tuesday of the month at 7:30PM, for families and friends of persons who have died as a result of suicide.",,,,,Survivors of Suicide,,,
137698,,,,"Investigates complaints of discrimination in areas of employment, housing, public accommodations and finance for Baltimore County.",cmorgan@baltimorecountymd.gov,,,,Baltimore County Human Relations Commission,,,http://www.baltimorecountymd.gov
137677,,Baltimore Baptist Counseling Service,,"Provides pastoral counseling at locations throughout Baltimore City and Baltimore County, Anne Arundel, Prince George's, St. Mary's, Calvert, Frederick, and Montgomery Counties.",,,,,"Centrepointe Counseling, Inc.",,,http://www.centrepointecounseling.org
138428,,St. Peter's Lutheran Church,,"Operates a food pantry for the residents of zipcodes 21057, 21128, 21162, 21206, 21234, 21237 and 21214.",,,,,St. Peter's Lutheran Church Pantry,,,
138351,,,,Provides a support group for families and individuals who have experienced the loss of a significant person through suicide.,,,,,"Seasons: Suicide Bereavement, Baltimore County",,,
137948,,,,Provides a soup kitchen serving meals on the 3rd Saturday of the month to residents of Baltimore City.,,,,,First Baptist Church Soup Kitchen,,,
139405,,,,Provides assisted living for adults with physical or developmental disabilities as well as mental illness or retardation.,Mdtamar@aol.com,,,,Taylor Made Assisted Living Center,,,
138644,,,,A coalition of 18-20 churches in Baltimore County which help primarily with temporary emergency financial assistance.,,,,,United Churches Assistance Network (UCAN),,,
138490,,,,Provides all types of dental care to anyone living in the Maryland area.,clinicinfo@dental,,,,University of Maryland Dental School,,,http://www.dental.umaryland.edu
139281,,,,"Teaches English and Spanish as second languages, and provides technology training to eliminate barriers to employment.  Volunteers 17 years and older are welcome.",globaltech@ebilingualstaff.com,,,,Globaltech Bilingual Institute,,,http://www.ebilingualstaff.com
137620,,,,"Offers a full range of cultural, educational, recreational, and social activities to senior citizens in the South Baltimore area.",allencenter@verizon.net,,,,Allen Center for Senior Citizens,,,
138306,,Quarterway Outpatient Clinic,,"Provides residential treatment, aftercare and referral services to persons living in abstinence-based recovery.",,,,,"Tuerk House, Inc.",,,http://www.tuerkhouse.com
138243,,,,Provides general and substance abuse counseling.,audreymbennett1@verizon.net,,,,"Northwest Baltimore Youth Services, Inc.",,,
138613,,,,Lends medical equipment to anyone in Baltimore County.,bettedecker@juno.com,,,,Loan Closet (9th District Health Committee),,,
139075,,Mentoring Male Teens in the Hood,,"Provides a mentoring program for boys, ages 8-18 years.",swissquartz@yahoo.com,,,,In The Mean Time Mentoring,,,
138664,,Parents and Friends of Lesbians and Gays,,"Offers support groups, education and advocacy for gay, lesbian, bisexual and transgender persons, their families and other interested persons.",info@pflag.org,,,,"PFLAG, National Office",,,http://www.pflag.org
137591,,,,Sponsors a food pantry and a soup kitchen.,firstmountcalvary@yahoo.com,,,,First Mount Calvary Baptist Church,,,http://www.firstmountcalvary.com
138234,,,,Provides pro bono architectural and planning services for non-profit agencies and community organizations.,info@ndc-md.org,,,,"Neighborhood Design Center, Inc., Baltimore",,,http://www.ndc-md.org
139130,,,,"Provides support to the active army during wartime and assistance to local and state governments during times of crisis, such as natural disaster.  Also administers an Alternative Residential Education Program, several after school programs for 7th graders, and a Drug Demand Reduction Program.",paomd@md.ngb.army.mil,,,,Maryland National Guard,,,https://www.md.ngb.army.mil/
137712,,,,"Provides consumer services regarding: welfare rights, consumer legislation, wise shopping and  credit use, insurance, energy conservation, housing pre-purchase and home improvement . Also offers employment services, including career development assistance and homeownership counseling for first time buyers.
Offers workshops on consumer issues.",drobinson@bul.org,,,,"Greater Baltimore Urban League, Inc.",,,http://www.bul.org
138799,,,,"Provides a weekend retreat. A Marriage Encounter weekend is is a time for you and your spouse to be alone together, to rediscover each other and together focus on your relationship for an entire weekend. Every marriage deserves that kind of attention!",register@wwme.net,,,,Marriage Encounter,,,http://www.wwme.net
137895,,,,Offers a transitional living program for adult male inmates who reside in Baltimore City and are under the custody of the Division of Corrections.,jkruse@dpscs.state.md.us,,,,"Dismas House of Baltimore, Inc.",,,
137929,,Episcopal Social Ministries,,Offers programs for residents of the Baltimore metropolitan area including substance abuse treatment and day care for homeless children. Offers a two week training program and job placement. Adult volunteers welcome.,ecsm@ecsm.org,,,,"Episcopal Community Services of Maryland, Inc.",,,http://www.ecsm.org
138275,,,,"Provides free counseling, pregnancy testing and referral to services to women with a crisis pregnancy.",,,,,Pregnancy Center North,,,
138760,,,,"Provides services for persons diagnosed with any of the 43 neuromuscular diseases covered.  Services include diagnosis, follow-up care, assistance with wheel chairs, support groups, summer youth camp, and research grants.",kmcquire@mdausa.org,,,,"Muscular Dystrophy Association, Maryland/South DE",,,http://www.mdausa.org
138330,,,,Provides supervised residential services for developmentally disabled adults.,davec@richcroft.com,,,,"Richcroft, Inc.",,,http://www.richcroft.com
138019,,,,Provides psychiatric and psychological treatment for residents of the Harford-Belair Roads area.,,,,,"Harford Belair Community Mental Health Center, Inc.",,,http://www.harfordbelair.org
138449,,,,Provides information and guidance to persons interested in Tay-Sachs disease and allied degenerative diseases that affect the Jewish population.,,,,,Tay-Sachs Association of MD,,,
139258,,Stepfamilies-International,,"Provides information, education and advocacy for stepfamilies and those who work with them.",engel@neu.edu,,,,National Stepfamily Resource Center,,,
138222,,,,"The focus of the NAACP is to use legislative, judicial and educational processes to enhance and protect the civil rights of African-Americans and other minorities, strengthening the economic, cultural, social and family bases of the community as a whole.",member@naacp.org,,,,"NAACP, National Headquarters",,,http://www.naacp.org
138388,,,,A group of volunteers that provide information and support to persons with Spina Bifida and their families.,sbamaryland@comcast.net,,,,"Spina Bifida Association of Maryland, Inc.",,,http://www.sbaa.org
137991,,GLCCB,,"Enhances and unites women and men of the local gay and lesbian community by achieving equality, human dignity and respect for diversity.",info@glccb.org,,,,"Gay, Lesbian, Bi-Sexual & Transgender Community",,,http://www.glccb.org
139576,,,,"Evaluates and provides treatment for the emotional, developmental, and behavioral problems of children and families. Assists children and their families with recovery from the traumatic impact of abuse, neglect, out of home placement and exposure to violence through a broad range of clinical programs and adjunct services. Treatment interventions include individual, family and group psychotherapy, case management, home-based therapy, therapeutic foster care, psychological evaluations and psychiatric services.",,,,,Kennedy Krieger Family Center,,,http://www.kennedykrieger.org
139126,,,,"Operates a food pantry and provides financial assistance for rent, eviction notices, turn-off notices and water bill.",,,,,New Life United Methodist Church,,,
139825,,,,"Offers general counseling, including family, children, individuals, play therapy, marriage preparation and parenting education.",info@guidedvisions.net,,,,Guided Visions Counseling Center,,,http://www.guidedvisions.net
137641,,,,"Provides shelter for homeless men in Baltimore City, a soup kitchen and thrift stores open to the general public.",arw@arwmd.org,,,,"American Rescue Workers of Maryland, Inc.",,,http://www.arwmd.org
137704,,,,"BCRI screens, evaluates and provides crisis intervention to persons experiencing a mental health crisis (e.g. depression, suicidal thoughts or action, feeling out of control, changes in psychological functioning).  It functions as a central entry point into the Baltimore City Mental Health System and is committed to helping clients receive on-going care through established community mental health centers.",runedgar50@msn.com,,,,"Baltimore Crisis Response, Inc.",,,http://www.bcresponse.org
137840,,,,"Oversees the Community Support Center which provides emergency food, substance abuse support programs, outreach to nursing homes, a prison ministry and a GED program.",,,,,Church of the Redeemed of the Lord,,,http://www.crlministries.com
138259,,,,"Provides free services to child abuse victims, parents and at-risk adolescents. Offers support groups, school-based services, family preservation services, workshops, a men's program, home-based mentoring for teen parents, a 24-hour crisis line, and the Nurturing Program for families.",info@familytreemd.org,,,,"Family Tree, The",,,http://www.familytreemd.org
138609,,,,"Handles criminal and civil suits for damages over $20,000, handles the licensing and registration of new construction, and maintains records for the county, including land records.  Provides couseling sessions.",circuitcourt@baltimorecountymd.gov,,,,Baltimore County Circuit Court,,,http://www.baltimorecountymd.gov/Agencies/circuit/index.html
138170,,"Maryland State Bar Association, Pro Bono Resource Center of MD",,Assists people who qualify with legal assistance or referral to other sources of legal help.,,,,,Pro Bono Resource Center Of Maryland,,,http://www.msba.org
