id,accreditations,alternate_name,date_incorporated,description,email,funding_sources,legal_status,licenses,name,tax_id,tax_status,website
138239,,,,"Offers general medical services, rehabilitation, social work, health screenings, home care and support groups.
If interested in becoming a volunteer, call 410-787-4678.",awagner@bwmc.umms.org,,,,Baltimore-Washington Medical Center,,,http://www.bwmc.umms.org
138393,,,,"Provides  housing programs such as home sharing, counseling, legal services, and vacant house renovation, primarily to low-income Baltimore city and Baltimore county residents, and to encourage and support strong and diverse neighborhoods.",VinQ@stambros.org,,,,"St. Ambrose Housing Aid Center, Inc.",,,http://www.stambros.org
139582,,,,Provides transitional housing and support services to families making the transition from homelessness to self sufficiency.,ddavis@shgbaltimore.org,,,,"Supportive Housing Group, Inc.",,,
139097,,,,Provides support and rehabilitation for persons who have had laryngectomies or other vocal chord injuries.,,,,,Lost Chord Club,,,
138404,,,,"Provides community health education, free health screenings, a senior resource center, &quot;Lifeline&quot; (an emergency response program), and general medical, surgical, substance abuse and psychological services.",graceserafini@chi-east.org,,,,St. Joseph Medical Center,,,http://www.sjmcmd.org
138238,,,,Provides emergency food for persons in need in Baltimore City.,,,,,New Shiloh Baptist Church,,,http://www.newshilohbaptist.com
138392,,,,Offers general medical and surgical services for Baltimore area residents.,,,,,St. Agnes Hospital,,,http://www.stagnes.org
139079,,,,Provides emergency food to Baltimore County families and individuals in need.,,,,,Essex United Methodist Church,,,
138453,,,,Provides child care and  adoption services.,,,,,Diakon Lutheran Social Ministries,,,http://www.diakon.org
137749,,,,"Provides overnight shelter for men, women and children. emergency food pantry and a soup kitchen.",gmatthews@etcmediaservices.com,,,,Brown's Community Outreach,,,
138146,,,,"Provides services to people with disabilities  such as IL skills training, advocacy, I&amp;R, peer counseling, PASS, housing referrals, recreation events, ADA training, accessible surveys and more.",,,,,Making Choices for Independent Living (MCIL),,,http://www.mcil-md.org
138795,,,,Provides emotional support to families with missing children as well as providing training for volunteers who are interested in helping missing and exploited children.,anneb@mecamd.com,,,,Missing and Exploited Children's Association (MECA),,,http://www.mecamd.com
137876,,,,An international organization that provides training in natural family planning.,ccli@ccli.org,,,,"Couple To Couple League, National Headquarters",,,http://www.ccli.org
138916,,,,"A non-partisan, interfaith, non-profit community organization whose goals include providing affordable housing, improving education, increasing job opportunities, among other issues, in order to make Baltimore a better place to live and work for all residents.",info@buildiaf.org,,,,BUILD (Baltimoreans United in Leadership Development),,,http://www.buildiaf.org
138015,,,,"Provides emergency food, clothing, pampers, holiday assistance and financial assistance for residents of zipcodes 21209 and 21211 and church parishioners.",,,,,HWRMW Christian Fellowship,,,
138150,,,,"Promotes and markets local products and services here and abroad to encourage international trade and tourism; attract new businesses to the state; create jobs; and provide Maryland companies with workforce training and financial assistance. The 6 components are: Division of Regional Development, Division of Marketing, Division of Financing Programs, Office of Tourism, Maryland State Arts Council and Maryland Film Commission.",,,,,Maryland Dept. of Business & Economic Development,,,http://www.choosemaryland.org
138629,,,,"Provides phone numbers, information and services for Harford County government offices.",dcs@co.ha.md.us,,,,Harford County Government,,,http://www.harfordcountymd.gov
137925,,,,Offers emergency food and financial assistance to Baltimore City residents in need. Entire program closed each July and August.,office@enonbaptist-baltimore.org,,,,Enon Baptist Church,,,
137860,,,,"A neighborhood-based, non-profit organization that provides emergency services, such as a food pantry, financial assistance, and information &amp; referral to residents of Glyndon, Reisterstown and Owings Mills.",,,,,Community Crisis Center,,,
139203,,,,Operates the addictions programs of GBMC and Sheppard Pratt.,,,,,Partners in Recovery,,,http://www.partnersinrecovery.com
138804,,,,"Administrative corporation that oversees Franklin Square Hospital, Union Memorial Hospital, Good Samaritan Hospital, Harbor Hospital, Georgetown University Hospital, National Rehabilitation Hospital, and Washington Hospital Center.",,,,,MedStar Health,,,http://www.medstarhealth.org
137708,,,,"Offers pregnancy testing, formula, diapers, baby and maternity clothes, and baby furniture to residents.  Also provides counseling on pregnancy through a hotline.",,,,,Baltimore Pregnancy Center,,,
138039,,,,"Patients can access a full range of services, including primary medical care, women&#39;s health services, nutritional assessments and counseling, pediatrics, dental care, HIV medical care, walk-in HIV counseling, testing and referral services, HIV consultation services to residents of Maryland&#39;s Eastern Shore, an STD clinic, an in-house pharmacy, medication adherence support for patients on anti-retroviral therapy, mental health services, addictions counseling, case management and sub-specialty consultations in dermatology, infectious disease, podiatry and psychiatry.",development@chasebrexton.org,,,,"Chase Brexton Health Services, Inc.",,,http://www.chasebrexton.org
139278,,,,Provides counseling and support services to youth under 18 and their families in East Baltimore.,hmaceo@starpower.net,,,,East Baltimore Youth & Family Services,,,
138890,,,,"Provides emotional, spiritual and financial support to persons living with HIV/AIDS.",,,,,"STAR: Sisters Together and Reaching, Inc.",,,http://www.sisterstogetherandreaching.org
139782,,,,Aims to handle the housing and business development of Southeast Baltimore. Offers a housing counseling program open to all Baltimore city residents.,chris@southeastcdc.org,,,,Southeast Community Development Corporation,,,http://www.southeastcdc.org
139151,,,,Provides programs and services to citizens who are 60 years of age or older and their families.,info@moda.state.md.us,,,,Maryland Dept. of Aging,,,http://www.mdoa.state.md.us
137909,,,,"Acts as the main office for the Catonsville, Dundalk and Essex branches of the Community College of Baltimore County offering a wide variety of academics and continuing education courses.",,,,,"Community College of Baltimore County, The",,,http://www.ccbcmd.edu
137661,,,,"Provides library services, including story time for preschoolers, literacy information, and referral to service agencies in Anne Arundel County.",ddenny@aacpl.net,,,,Anne Arundel County Public Library,,,http://www.aacpl.net
138594,,,,A 2-year college offering traditional and continuing education courses for residents in Howard County.,,,,,Howard Community College,,,http://www.howardcc.edu
139556,,,,Shelter for single women and women with children (boys up to age 11 and girls of any age.),,,,,Christ Lutheran Place,,,
139106,,,,"Operates 14 sites in Baltimore City.  Provides information and referral,  day trips, computer classes, Tai-Chi, exercise, tax assistance,  arts and crafts. No volunteers needed.",snnbjimw@yahoo.com,,,,Senior Network of North Baltimore,,,
139413,,,,A university for graduate students pursuing Ph.D or M.D./Ph.D degrees for clinical research and for patient care.,,,,,Johns Hopkins University School of Medicine,,,http://www.hopkinsmedicine.org
139043,,,,Offers services to homeowners and prospective homeowners.  Also offers budget and credit counseling.,info@homepartnershipinc.org,,,,"Home Partnership, Inc",,,http://www.homepartnershipinc.org
139686,,,,"Offers a support group on the 2nd and 4th Tuesday of the month at 7:30PM, for families and friends of persons who have died as a result of suicide.",,,,,Survivors of Suicide,,,
137698,,,,"Investigates complaints of discrimination in areas of employment, housing, public accommodations and finance for Baltimore County.",cmorgan@baltimorecountymd.gov,,,,Baltimore County Human Relations Commission,,,http://www.baltimorecountymd.gov
138078,,,,"Offers 30 different programs to meet the needs of low income families and homeless persons, including homeless shelters, emergency assistance, financial grants, Family Support Center, Holiday Help Program and the Fuel Fund program.",info@hspinc.org,,,,"Human Services Programs of Carroll County, Inc.",,,http://www.hspinc.org
137677,,,,"Provides pastoral counseling at locations throughout Baltimore City and Baltimore County, Anne Arundel, Prince George&#39;s, St. Mary&#39;s, Calvert, Frederick, and Montgomery Counties.",,,,,"Centrepointe Counseling, Inc.",,,http://www.centrepointecounseling.org
138428,,,,"Operates a food pantry for the residents of zipcodes 21057, 21128, 21162, 21206, 21234, 21237 and 21214.",,,,,St. Peter's Lutheran Church Pantry,,,
138351,,,,Provides a support group for families and individuals who have experienced the loss of a significant person through suicide.,,,,,"Seasons: Suicide Bereavement, Baltimore County",,,
137948,,,,Provides a soup kitchen serving meals on the 3rd Saturday of the month to residents of Baltimore City.,,,,,First Baptist Church Soup Kitchen,,,
139405,,,,Provides assisted living for adults with physical or developmental disabilities as well as mental illness or retardation.,Mdtamar@aol.com,,,,Taylor Made Assisted Living Center,,,
138644,,,,A coalition of 18-20 churches in Baltimore County which help primarily with temporary emergency financial assistance.,,,,,United Churches Assistance Network (UCAN),,,
138490,,,,Provides all types of dental care to anyone living in the Maryland area.,,,,,University of Maryland Dental School,,,http://www.dental.umaryland.edu
139794,,,,"Provides individuals with developmental disabilities (mental retardation, autism, cerebral palsy, etc.) or psychiatric disorders (schizophrenia, bipolar disorder, depression, etc.) a job readiness and educational program to help them move into the work force. Program supports them throughout their employment and offers social group skills and independent living skills training. Offers transitional services to help state hospital patients readjust to life in the community. Operates a residential program where clients live in a home with 2 other housemates in a regular community setting.",info@spectrum-support.org,,,,"Spectrum Support, Inc.",,,http://www.spectrum-support.org
138886,,,,"Provides specialized day programs for adults with combined diagnosis of mild retardation and mental illness or mild retardation, mental illness and substance abuse history.",,,,,"Athelas Institute, Inc. Main Office, Columbia",,,http://www.athelasinst.org
137620,,,,"Offers a full range of cultural, educational, recreational, and social activities to senior citizens in the South Baltimore area.",allencenter@verizon.net,,,,Allen Center for Senior Citizens,,,
138306,,,,"Provides residential treatment, aftercare and referral services to persons living in abstinence-based recovery.",,,,,"Tuerk House, Inc.",,,http://www.tuerkhouse.com
138756,,,,"Devotes contributions to research and supports vital education programs for families, individuals and physicians to benefit the two million Americans with Crohn&#39;s Disease and ulcerative colitis.",info@ccfa.org,,,,"Crohn's & Colitis Foundation of America, Inc.",,,http://www.ccfa.org
138243,,,,Provides general and substance abuse counseling.,audreymbennett1@verizon.net,,,,"Northwest Baltimore Youth Services, Inc.",,,
138613,,,,Lends medical equipment to anyone in Baltimore County.,bettedecker@juno.com,,,,Loan Closet (9th District Health Committee),,,
138664,,,,"Offers support groups, education and advocacy for gay, lesbian, bisexual and transgender persons, their families and other interested persons.",info@pflag.org,,,,"PFLAG, National Office",,,http://www.pflag.org
137591,,,,Sponsors a food pantry and a soup kitchen.,firstmountcalvary@yahoo.com,,,,First Mount Calvary Baptist Church,,,http://www.firstmountcalvary.com
138234,,,,Provides pro bono architectural and planning services for non-profit agencies and community organizations.,info@ndc-md.org,,,,"Neighborhood Design Center, Inc., Baltimore",,,http://www.ndc-md.org
137712,,,,"Provides consumer services regarding: welfare rights, consumer legislation, wise shopping and  credit use, insurance, energy conservation, housing pre-purchase and home improvement . Also offers employment services, including career development assistance and homeownership counseling for first time buyers.
Offers workshops on consumer issues.",drobinson@bul.org,,,,"Greater Baltimore Urban League, Inc.",,,http://www.bul.org
138799,,,,"Provides a weekend retreat. A Marriage Encounter weekend is is a time for you and your spouse to be alone together, to rediscover each other and together focus on your relationship for an entire weekend. Every marriage deserves that kind of attention!",register@wwme.net,,,,Marriage Encounter,,,http://www.wwme.net
137895,,,,Offers a transitional living program for adult male inmates who reside in Baltimore City and are under the custody of the Division of Corrections.,jkruse@dpscs.state.md.us,,,,"Dismas House of Baltimore, Inc.",,,
138326,,,,"Specializes in the diagnosis, treatment and prevention of developmental and emotional disorders in children from birth through eight years of age.",info@louriecenter.org,,,,Reginald S. Lourie Center,,,http://www.louriecenter.org
137600,,,,"Telephone information and support service for persons who are interested in adopting or have adopted minority children, and for individuals trying to identify their biological parents.",mamarathon@yahoo.com,,,,Adopt Minority Children,,,
137929,,,,Offers programs for residents of the Baltimore metropolitan area including substance abuse treatment and day care for homeless children. Offers a two week training program and job placement. Adult volunteers welcome.,ecsm@ecsm.org,,,,"Episcopal Community Services of Maryland, Inc.",,,http://www.ecsm.org
138275,,,,"Provides free counseling, pregnancy testing and referral to services to women with a crisis pregnancy.",,,,,Pregnancy Center North,,,
138760,,,,"Provides services for persons diagnosed with any of the 43 neuromuscular diseases covered.  Services include diagnosis, follow-up care, assistance with wheel chairs, support groups, summer youth camp, and research grants.",kmcquire@mdausa.org,,,,"Muscular Dystrophy Association, Maryland/South DE",,,http://www.mdausa.org
138330,,,,Provides supervised residential services for developmentally disabled adults.,davec@richcroft.com,,,,"Richcroft, Inc.",,,http://www.richcroft.com
138019,,,,Provides psychiatric and psychological treatment for residents of the Harford-Belair Roads area.,,,,,"Harford Belair Community Mental Health Center, Inc.",,,http://www.harfordbelair.org
139258,,,,"Provides information, education and advocacy for stepfamilies and those who work with them.",engel@neu.edu,,,,National Stepfamily Resource Center,,,
138222,,,,"The focus of the NAACP is to use legislative, judicial and educational processes to enhance and protect the civil rights of African-Americans and other minorities, strengthening the economic, cultural, social and family bases of the community as a whole.",member@naacp.org,,,,"NAACP, National Headquarters",,,http://www.naacp.org
138672,,,,"The Committee proposes and supports legislation for victims&#39; rights and services before the Maryland General Assembly.  The Foundation was formed to provide information, support and assistance to crime victims and their families.",mail@mdcrimevictims.org,,,,Maryland Crime Victims Resource Center Inc.,,,http://www.md.crimevictims.org
138388,,,,A group of volunteers that provide information and support to persons with Spina Bifida and their families.,sbamaryland@comcast.net,,,,"Spina Bifida Association of Maryland, Inc.",,,http://www.sbaa.org
137991,,,,"Enhances and unites women and men of the local gay and lesbian community by achieving equality, human dignity and respect for diversity.",info@glccb.org,,,,"Gay, Lesbian, Bi-Sexual & Transgender Community",,,http://www.glccb.org
139576,,,,"Evaluates and provides treatment for the emotional, developmental, and behavioral problems of children and families. Assists children and their families with recovery from the traumatic impact of abuse, neglect, out of home placement and exposure to violence through a broad range of clinical programs and adjunct services. Treatment interventions include individual, family and group psychotherapy, case management, home-based therapy, therapeutic foster care, psychological evaluations and psychiatric services.",,,,,Kennedy Krieger Family Center,,,http://www.kennedykrieger.org
139126,,,,"Operates a food pantry and provides financial assistance for rent, eviction notices, turn-off notices and water bill.",,,,,New Life United Methodist Church,,,
139825,,,,"Offers general counseling, including family, children, individuals, play therapy, marriage preparation and parenting education.",info@guidedvisions.net,,,,Guided Visions Counseling Center,,,http://www.guidedvisions.net
137641,,,,"Provides shelter for homeless men in Baltimore City, a soup kitchen and thrift stores open to the general public.",arw@arwmd.org,,,,"American Rescue Workers of Maryland, Inc.",,,http://www.arwmd.org
137704,,,,"BCRI screens, evaluates and provides crisis intervention to persons experiencing a mental health crisis (e.g. depression, suicidal thoughts or action, feeling out of control, changes in psychological functioning).  It functions as a central entry point into the Baltimore City Mental Health System and is committed to helping clients receive on-going care through established community mental health centers.",runedgar50@msn.com,,,,"Baltimore Crisis Response, Inc.",,,http://www.bcresponse.org
137840,,,,"Oversees the Community Support Center which provides emergency food, substance abuse support programs, outreach to nursing homes, a prison ministry and a GED program.",,,,,Church of the Redeemed of the Lord,,,http://www.crlministries.com
