id,organization_id,accessibility,admin_emails,alternate_name,description,email,languages,latitude,longitude,name,transportation,virtual,website
11,137683,,,"Baltimore City Dept. of Housing & Comm. Dev., OHEP/Weatherization","ELIGIBILITY FOR MEAP and ELECTRIC UNIVERSAL SERVICE PROGRAM GRANTS:    Maryland residents whose gross monthly household incomes are within the following limits, July 1, 2008 - June 30, 2009:
	    		
FAMILY SIZE         GROSS MONTHLY INCOME           MAXIMUM YEARLY
1                             $ 1,516.55                                      $ 18,200.00                        
2                             $ 2041.65                                       $ 24,500.00              
3                             $ 2,566.65                                      $ 30,800.00         
4                             $ 3,091.65                                      $ 37,100.00                        
5                             $ 3,616.65                                      $ 43,400.00                       
6                             $ 4,141.65                                      $ 49,700.00
                                                                                                   
For each additional person, add $ 525.00                         $ 6,300.00      	  
	
APPLICATION:  Need to submit a copy of photo identity, proof of residence, copies of Social Security cards for all household members (including children), proof of household's total gross income for 30 days prior to application date (from all sources), name of home energy supplier and account number, a copy of the most recent utility bill and a copy of the lease (if renting).

1)  OFFICE OF HOME ENERGY PROGRAMS:  Provides MEAP and EUSP grants to eligible families, renters, roomers, boarders and homeowners toward the cost of heating in the winter and electricity year round. Grant is based on the type of fuel used, household size, household income and annual consumption. 

2)  EUSP (Electrical Universal Service Program):  Assists with electric utility bill payment.  Client is required to have bill in his/her own name and be on a monthly budget billing plan.  Some funds are available for a one time only benefit for past due bill payments.

3)  WEATHERIZATION ASSISTANCE PROGRAM: Provides a housing conservation program to reduce home energy consumption. Provides home energy inspection and may provide the following treatments: air leak identification; insulation; hot water system improvements; energy efficient lighting; and furnace cleaning/repairs. Services vary according to housing conditions. Customer must meet MEAP income guidelines. In the case of rental, landlord must prove ownership and agree to invest 25% of service cost.

VOLUNTEERS:  No volunteers are needed.

Home visits: No                     ",,Spanish.,39.3212705,-76.6176239,"Baltimore Housing, OHEP/Weatherization",,,
12,137683,,,"Baltimore City Housing Authority, Our House","Provides a community based program that offers free comprehensive, preventive services and early intervention services to pregnant women and parents with young children birth through age three.

Core services, offered both in-home and center-based, include: Parent Education, Self Sufficiency Programming (adult education, family literacy, computer literacy, career training, life skills and job readiness); Health Education and referral for the following services: Developmental Infant Toddler Assessment and Referral; quality Developmental Child Care while parents are on site; Peer Support and Recreation; Service Coordination (case management and individual and group counseling and referrals); and Outreach and Collaboration and Resource Development.

VOLUNTEERS: No  volunteers needed.

Home visits: Yes                    ",,,39.2489762,-76.6295835,"Baltimore Housing, Our House",,,
13,137683,,,Dukeland Childcare Center,"Offers educational, social, cultural and physical activities in a day care setting.  Program provides breakfast, lunch and a snack and offers hearing, vision and speech screening for established clients.

VOLUNTEERS:  Adults and teens are welcome to assist in the classroom, office and on field trips.

Home visits: No                     ",,Spanish.,39.3193813,-76.66468859999999,Child Development Center,,,
14,137683,,,137683,"OVERVIEW:  Offers educational, social, cultural and physical activities in a day care setting. Children get exposure to Spanish, sign language, drama and computer classes, and take at least one field trip each month. Meals and snacks are served.

VOLUNTEERS:  Utilizes parents and grandparents of attending children to assist teachers in classroom and outings. No additional volunteers needed.

Home visits: No                     ",info@habc.org,Spanish and ASL.,39.2987751,-76.5993551,Dunbar Day Care Center,,,
15,137683,,,"Community Action Center, 2nd District (Eastern)","TRANSPORTATION: MTA bus lines #5 and 19

SERVICES: 
1) FOOD REFERRALS: Provides referrals to local agencies and occasionally provides emergency food, pampers & formula offered when available.  (Never has Ensure and cannot meet special diet requests). Must apply in person.

2)  INFORMATION & REFERRAL/CASE MANAGEMENT:  Human Service Workers respond to clients' emergency needs (i.e. evictions) and provide crisis management services as well as referring clients to community and city resources.

3) WATER BILL ASSISTANCE PROGRAMS: Will help apply for 2 city discount programs: o Senior citizens, 65 and older, who are city residents and whose household income does not exceed $25,000, may be eligible for a 30% discount on water and sewer rates.  
o Low income residents with a water bill turn-off notice and meet the income eligibility standards may receive a credit of $125 towards their bill. 

4) ASSISTANCE WITH FORMS:  Reference letters, DSS applications (Food Stamps, Medicaid, etc.), Government forms, Public and Section 8 housing applications, etc.

5) PROVIDES REFERRALS:  Provides referrals to drug and alcohol programs, senior citizen services, recreation opportunities, etc.

6) **TAX ASSISTANCE 2008:  This program does not have a permanent location for other services, but tax assistance will be available at 201 N Aisquith St, 21202.

Offered Mon, Wed, Fri, Sat from 9AM-4PM, Tues and Thurs 9AM-7PM, Jan 19-April 30, 2008. Electronic Filing available. Appointment preferred, call 410-396-9468.  
Must bring the following: 
  --  Valid photo ID for self and spouse
  --  A Social Security card for EACH family member.
  --  W-2 forms for all jobs worked in 2007.
  --  Child care provider - name, address and tax ID number.
  --  All banking account information (a voided check and/or savings deposit slip). 
  --  A copy of last year's tax return.
  --  Any document or information about money received from the IRS, including the advanced Child Tax Credit.
  --  All 1099 forms for other income, if any.
  --  Any other tax related documents.
NOTE: Every adult listed on the tax form must come to sign the return.

7) MEAP: Call for office hours for MEAP applications. See Baltimore Housing, OHEP listing for program guidelines.
ELIGIBILITY FOR MEAP and ELECTRIC UNIVERSAL SERVICE PROGRAM GRANTS:    Maryland residents whose gross monthly household incomes are within the following limits, July 1, 2008 - June 30, 2009:
	    		
FAMILY SIZE         GROSS MONTHLY INCOME           MAXIMUM YEARLY
1                             $ 1,516.55                                      $ 18,200.00                        
2                             $ 2041.65                                       $ 24,500.00              
3                             $ 2,566.65                                      $ 30,800.00         
4                             $ 3,091.65                                      $ 37,100.00                        
5                             $ 3,616.65                                      $ 43,400.00                       
6                             $ 4,141.65                                      $ 49,700.00
                                                                                                   
For each additional person, add $ 525.00                         $ 6,300.00      	  
     	
DONATIONS: Accepts items  of food, clothing, toys, shoes, toiletries, coats, hats, gloves and scarves year round.
o  HOLIDAY DONATIONS : Accepts donations of food, clothing, toys, shoes, toiletries, coats, hats, gloves and scarves for the holidays.

VOLUNTEERS: Volunteers, Ages 16 and older, are welcome to assist with filling out forms/applications, general clean up, the food pantry, and holiday assistance.

Home visits: In an emergency        ",,,39.2954888,-76.59847409999999,Eastern Community Action Center,,,
16,137683,,,"Rental Allowance Program, Baltimore City","BUS LINES:  #31, #35

PARKING:  Is available in Mt. Clare Junction Shopping Center Parking lot located
behind building on Carey Street.

SERVICES:
1) HOUSING CHOICE VOUCHER PROGRAM (HCVP):  Awards vouchers to assist qualified individuals obtain housing through landlords that participate in this rental property program.  

2) HCV MODERATE REHABILITATION/PROECT BASE PROGRAM:  Assists qualified individuals with rental accommodations in specific locations.

3) HCVP LANDLORDS:  Encourages landlords to list available rental property with HCVP.  They may call 443-984-2222, visit the office, or email hcvpropertylisting@habc.org.

VOLUNTEERS:  This program does not use volunteers.

Home visits: Yes                    ",,Translation services available upon request.,39.2852251,-76.6371184,"Housing Choice Voucher Program, Baltimore City",,,
17,137683,,,137683,"THANKSGIVING: HARVEST OF PLENTY 2008: Will distribute food baskets to low income individuals/families, who are receiving one of the following; Food Stamps, MEAP, SSI,  unemployment, TCA or TEHMA. Clients sign up via FCFH starting Monday, October 20th, until list is full. Distribution date is Tues, November 18th, 9AM-3PM.

VOLUNTEERS: No volunteers needed.

Home visits: No                     ",wilmacoleman@habc.org,,39.2991532,-76.6044824,Latrobe Homes,,,
18,137683,,,"Community Action Center, 3rd District (Northeast)","TRANSPORTATION: MTA bus line #8.

SERVICES: 
1) FOOD ASSISTANCE: Provides emergency food, clothing, and furniture when available.

2) INFORMATION & REFERRAL/CASE MANAGEMENT: Human Service Workers respond to clients' emergency needs (i.e. evictions) and provide crisis management services as well as referring clients to community and city resources. Provides referrals to drug and alcohol programs, senior citizens services, recreational opportunities, etc.

3) WATER BILL ASSISTANCE PROGRAMS: Will help apply for 2 city discount programs: o Senior citizens, 65 and older, who are city residents and whose household income does not exceed $25,000, may be eligible for a 30% discount on water and sewer rates.  
o Low income residents with a water bill turn-off notice and meet the income eligibility standards may receive a credit of $125 towards their bill. 

4) HOLIDAY ASSISTANCE: For Thanksgiving, Christmas, and Back to School, provides baskets, turkeys, toys, gifts, and school supplies.

5) **TAX ASSISTANCE 2008: Offered Mon, Wed, Fri, Sat from 9AM-4PM, Tues and Thurs 9AM-7PM, Jan 19-April 30, 2008. Electronic Filing available. Appointment preferred, call 410-396-6084.  
Must bring the following: 
  --  Valid photo ID for self and spouse
  --  A Social Security card for EACH family member.
  --  W-2 forms for all jobs worked in 2007.
  --  Child care provider - name, address and tax ID number.
  --  All banking account information (a voided check and/or savings deposit slip). 
  --  A copy of last year's tax return.
  --  Any document or information about money received from the IRS, including the advanced Child Tax Credit.
  --  All 1099 forms for other income, if any.
  --  Any other tax related documents.
NOTE: Every adult listed on the tax form must come to sign the return.

6)  COOLING CENTER, Summer 2008:  Open on Code Red Heat Alert days to provide cooling relief;  9AM to 7PM on weekdays, 11AM to 7PM on weekends.

7) ENERGY ASSISTANCE: Provide applications, energy counseling, referrals to additional resources, service destruction assistance and other assistance as needed.

ELIGIBILITY FOR MEAP and ELECTRIC UNIVERSAL SERVICE PROGRAM GRANTS:    Maryland residents whose gross monthly household incomes are within the following limits, July 1, 2008 - June 30, 2009:
	    		
FAMILY SIZE         GROSS MONTHLY INCOME           MAXIMUM YEARLY
1                             $ 1,516.55                                      $ 18,200.00                        
2                             $ 2041.65                                       $ 24,500.00              
3                             $ 2,566.65                                      $ 30,800.00         
4                             $ 3,091.65                                      $ 37,100.00                        
5                             $ 3,616.65                                      $ 43,400.00                       
6                             $ 4,141.65                                      $ 49,700.00
                                                                                                   
For each additional person, add $ 525.00                         $ 6,300.00      	  

HOLIDAY DONATIONS : Accepts donations of food, clothing, toys, shoes, toiletries, coats, hats, gloves, scarves, and monetary donations for the holidays. Call Linda Foster to schedule drop-off at 410-396-3334.

VOLUNTEERS: Volunteers, Ages 16 and older, are welcome to assist with filling out forms/applications, general clean up, food pantry, and holiday assistance.

Home visits: In an emergency        ",david.smith@baltimore.gov,,39.35380079999999,-76.60945459999999,Northeast Community Action Center,,,
19,137683,,,"Community Action Center, Quality of Life Center","SERVICES:
1) FOOD REFERRALS: Provides referrals to local agencies and occasionally provides emergency food when available.

2) PROVIDES REFERRALS:  Provides referrals to drug and alcohol programs, senior citizen services, recreation opportunities, etc.

3) CHRISTMAS ASSISTANCE: For established clients ONLY. 

4) COUNSELING: Family counseling by appointment only.

DONATIONS HOLIDAY: Accepts food, clothing, toys, shoes, toiletries, coats, hats, gloves and scarves for the holidays. 

VOLUNTEERS: None needed at this time.

Home visits: No                     ",,,39.319768,-76.5925038,"Northeast Community Action Center, Quality of Life Center",,,
20,137683,,,"Community Action Center, 5th District (Northwest)","TRANSPORATION: Metro subway M1; MTA bus line #91

SERVICES: 
1) FOOD REFERRALS:  Provides referrals to local agencies and occasionally provides emergency food when available.

2) INFORMATION and REFERRAL/CASE MANAGEMENT:  Human Service Workers respond to clients' emergency needs (i.e. evictions) and provide crisis management services as well as referring clients to community and city resources. Also provides referrals to drug and alcohol programs, senior citizen services, recreation opportunities, etc.

3) WATER BILL ASSISTANCE PROGRAMS: Will help apply for 2 city discount programs: 
o Senior citizens, 65 and older, who are city residents and whose household income does not exceed $25,000, may be eligible for a 30% discount on water and sewer rates.  
o Low income residents with a water bill turn-off notice and meet the income eligibility standards may receive a credit of $125 towards their bill. 

4) ASSISTANCE WITH FORMS:  Reference letters, DSS applications (Food Stamps, Medicaid, etc), government forms, public and section 8 housing applications, etc.

5) **TAX ASSISTANCE 2008: Offered Mon, Wed, Fri, Sat from 9AM-4PM, Tues and Thurs 9AM-7PM, Jan 19-April 30, 2008. Electronic Filing available. Appointment preferred, call 443-984-1384.  
Must bring the following: 
  --  Valid photo ID for self and spouse
  --  A Social Security card for EACH family member.
  --  W-2 forms for all jobs worked in 2006.
  --  Child care provider - name, address and tax ID number.
  --  All banking account information (a voided check and/or savings deposit slip). 
  --  A copy of last year's tax return.
  --  Any document or information about money received from the IRS, including the advanced Child Tax Credit.
  --  All 1099 forms for other income, if any.
  --  Any other tax related documents.
NOTE: Every adult listed on the tax form must come to sign the return.


6) COOLING CENTER, Summer 2008:  Open on Code Red Heat Alert days to provide cooling relief;  9AM to 7PM on weekdays, 11AM to 7PM on weekends.

7) APPLICATIONS:  Call for office hours for MEAP applications. See Baltimore City Department of Housing and Community Development, OHEP listing for program guidelines.

ELIGIBILITY FOR MEAP and ELECTRIC UNIVERSAL SERVICE PROGRAM GRANTS:    Maryland residents whose gross monthly household incomes are within the following limits, July 1, 2008 - June 30, 2009:
	    		
FAMILY SIZE         GROSS MONTHLY INCOME           MAXIMUM YEARLY
1                             $ 1,516.55                                      $ 18,200.00                        
2                             $ 2041.65                                       $ 24,500.00              
3                             $ 2,566.65                                      $ 30,800.00         
4                             $ 3,091.65                                      $ 37,100.00                        
5                             $ 3,616.65                                      $ 43,400.00                       
6                             $ 4,141.65                                      $ 49,700.00
                                                                                                   
For each additional person, add $ 525.00                         $ 6,300.00      	  
   	

HOLIDAY DONATIONS:  Accepts items of food, clothing, toys, shoes, toiletries, coats, hats, gloves, and scarves.	

VOLUNTEERS:  Volunteers, ages 16 and older, are welcome to assist with filling out forms/applications, general clean up, and assisting in the food pantry.
o HOLIDAY:  Ages 16 and older, welcome to assist during holiday season.

Home visits: No                     ",,,39.3264906,-76.68149319999999,"Northwest Community Action Center, Ayrdale Avenue",,,
21,137683,,,"Community Action Center, 5th District","SERVICES:
1) FOOD REFERRALS:  Provides referrals to local agencies and occasionally provides emergency food when available.

2) INFORMATION & REFERRAL/CASE MANAGEMENT:  Human Service Workers respond to clients' emergency needs (i.e. evictions) and provide crisis management services as well as referring clients to community and city resources. Also provides referrals to drug and alcohol programs, senior citizen services, recreation opportunities, etc.

3) WATER BILL ASSISTANCE PROGRAMS: Will help apply for 2 city discount programs: 
o Senior citizens, 65 and older, who are city residents and whose household income does not exceed $25,000, may be eligible for a 30% discount on water and sewer rates.  
o Low income residents with a water bill turn-off notice and meet the income eligibility standards may receive a credit of $125 towards their bill. 

4) ASSISTANCE WITH FORMS:  Reference letters, DSS applications (Food Stamps, Medicaid, etc), government forms, public and section 8 housing applications, etc.

5) **TAX ASSISTANCE 2008: Offered to seniors, physically disabled persons and persons with income under $40,000 by appointment only, Jan 21-April 15, 2008.  Appointments can be scheduled Mon-Fri, 10AM-4PM by calling 443-984-1384. E-FILING IS AVAILABLE. 

6) APPLICATIONS:  Call for office hours for MEAP applications. See Baltimore City Department of Housing and Community Development, OHEP listing for program guidelines.
ELIGIBILITY FOR MEAP and ELECTRIC UNIVERSAL SERVICE PROGRAM GRANTS:    Maryland residents whose gross monthly household incomes are within the following limits, July 1, 2008 - June 30, 2009:
	    		
FAMILY SIZE         GROSS MONTHLY INCOME           MAXIMUM YEARLY
1                             $ 1,516.55                                      $ 18,200.00                        
2                             $ 2041.65                                       $ 24,500.00              
3                             $ 2,566.65                                      $ 30,800.00         
4                             $ 3,091.65                                      $ 37,100.00                        
5                             $ 3,616.65                                      $ 43,400.00                       
6                             $ 4,141.65                                      $ 49,700.00
                                                                                                   
For each additional person, add $ 525.00                         $ 6,300.00      	

HOLIDAY DONATIONS:  Accepts items of food, clothing, toys, shoes, toiletries, coats, hats, gloves, and scarves.

VOLUNTEER:  Volunteers, ages 16 and older, are welcome to assist with filling out forms/applications, general clean up and food pantry.
o HOLIDAY: Volunteers, ages 16 and older, needed to assist during the holidays.

OTHER LOCATIONS:
Community Action Center, 5th District, Northwest
3314 Ayrdale Avenue
Baltimore, MD 21216
443-984-1384 Phone
410-542-3635 Fax

Home visits: In an emergency        ",,,39.3336882,-76.66339169999999,"Northwest Community Action Center, Reisterstown Road",,,
22,137683,,,137683,"***WAITING LIST IS CLOSED UNTIL FURTHER NOTICE***

OVERVIEW: Pays a portion of the monthly rent for persons who are homeless due to fire and lead and mold infestation.  Referrals are required and accepted from Red Cross, hospitals, shelters, and heath providers.  Applicant must be employed or in the process of getting a job.  Eligibility is determined on a case by case basis.  Assistance is available for 6-12 months and is not renewable.  Amount of assistance varies with family size. 

VOLUNTEERS: None needed at this time.

Home visits: No                     ",,,39.28522,-76.6365776,"Rental Allowance Program, Baltimore City",,,
23,137683,,,"Community Action Center, 1st District (Southeast)","TRANSPORTATION: MTA bus line #22

OVERVIEW: Provides employment, housing, income management, medical, tax, emergency food, and temporary shelter assistance as well as linkage to other services to residents of Southeast  Baltimore city. 

SERVICES:
1) EMERGENCY FOOD PANTRY:  Non-perishable food products only.

2) SURPLUS FOOD:  Serves as a site for surplus food commodities distribution quarterly.

3) WATER BILL ASSISTANCE PROGRAMS: Will help apply for two city discount programs: 
o Senior citizens, 65 and older, who are city residents and whose household income does not exceed $25,000, may be eligible for a 30% discount on water and sewer rates.  
o Low income residents with a water bill turn-off notice and meet the income eligibility standards may receive a credit of $125 towards their bill. 

4) EMPLOYMENT ASSISTANCE:  Serves as a location for Employ Baltimore. Will also refer clients to the Eastside Skills Center. Provides job readiness and job search and placement

5) RENTER'S AND HOMEOWNER'S TAX CREDIT:  Workers assist eligible persons in applying for these tax credits. Will also assist with State Income forms free of charge.

6) BLOOD PRESSURE SCREENING:  Held on the fourth Fri of each month, 8:30AM-Noon.

7) INFORMATION AND REFFERAL/CASE MANAGEMENT:  Workers respond to client's emergency needs (i.e. eviction) and provide crisis management services as well as refer clients to community resources.

8) FIRE and SAFETY EDUCATION:  Fire Safety Inspectors inspect buildings and homes for fire safety violations and hazards. Inspectors also make presentations and provide free smoke detectors.

9) **TAX ASSISTANCE 2008: Offered Mon, Wed, Fri, Sat from 9AM-4PM, Tues and Thurs 9AM-7PM, Jan 19-April 30, 2008. Electronic Filing available. Appointment preferred, call 410-545-6513.  
Must bring the following: 
  --  Valid photo ID for self and spouse
  --  A Social Security card for EACH family member.
  --  W-2 forms for all jobs worked in 2007.
  --  Child care provider - name, address and tax ID number.
  --  All banking account information (a voided check and/or savings deposit slip). 
  --  A copy of last year's tax return.
  --  Any document or information about money received from the IRS, including the advanced Child Tax Credit.
  --  All 1099 forms for other income, if any.
  --  Any other tax related documents.
NOTE: Every adult listed on the tax form must come to sign the return.

10) COOLING CENTER, Summer 2008:  Open on Code Red Heat Alert days to provide cooling relief;  9AM to 7PM on weekdays, 11AM to 7PM on weekends.

11) MEAP APPLICATIONS:  Call for office hours for MEAP applications. See Baltimore Housing, OHEP listing for program guidelines.

ELIGIBILITY FOR MEAP and ELECTRIC UNIVERSAL SERVICE PROGRAM GRANTS:    Maryland residents whose gross monthly household incomes are within the following limits, July 1, 2008 - June 30, 2009:
	    		
FAMILY SIZE         GROSS MONTHLY INCOME           MAXIMUM YEARLY
1                             $ 1,516.55                                      $ 18,200.00                        
2                             $ 2041.65                                       $ 24,500.00              
3                             $ 2,566.65                                      $ 30,800.00         
4                             $ 3,091.65                                      $ 37,100.00                        
5                             $ 3,616.65                                      $ 43,400.00                       
6                             $ 4,141.65                                      $ 49,700.00
                                                                                                   
For each additional person, add $ 525.00                         $ 6,300.00      	  

DONATIONS- HOLIDAY:  Accepts food, clothing, toys, shoes, toiletries, coats, hats, gloves, and scarves. Call Ms. Baker at 410-545-6512 to schedule drop off.

VOLUNTEERS:  Volunteers, Ages 16 and older, are welcome to assist with filling out forms/applications, and general clean up.

VOLUNTEERS-HOLIDAY:  Ages 16 and older, needed to assist during holidays.

Home visits: Other, see notes       ",SECAC@baltimorecity.gov,Spanish translators available for Tax Assistance. Callers should request to speak to Ms. Lopez.,39.2873472,-76.56819229999999,Southeast Community Action Center,,,
