id,organization_id,name,alternate_name
168436,,Maryland Educational Opportunity Center,
167766,,St. Vincent de Paul of Baltimore,
168641,,Family League of Baltimore City,
9693892,,Youth Empowered Society,
167064,,Baltimore Medical System,
166983,,"Alliance, Inc.",
17174779,,Family Recovery Program,
167784,,Total Health Care,
167784,,Total Health Care,
167524,,Mayor's Office of Employment Development ,
168736,,New Antioch Church,
168736,,New Antioch Church,
167094,,Bon Secours Baltimore Health System,
167094,,Bon Secours Baltimore Health System,
167705,,Sinai Hospital of Baltimore,
167705,,Sinai Hospital of Baltimore,
167705,,Sinai Hospital of Baltimore,
167705,,Sinai Hospital of Baltimore,
167735,,St. Francis Neighborhood Center,
167227,,Corpus Christi,
168412,,Donald Bentley Food Pantry,
168423,,Traditional Acupuncture Institute (TAI),
167724,,Spina Bifida Association of Maryland,
168241,,New Life Evangelical Baptist,
168241,,New Life Evangelical Baptist,
168241,,New Life Evangelical Baptist,
167766,,St. Vincent de Paul of Baltimore,
35553872,,Faith Tabernacle Church,
219399,,Jai Medical Center,
167460,,Levindale Hebrew Geriatric Center & Hospital,
168235,,Baltimoreans United in Leadership Development,
167003,,American Rescue Workers of Maryland,
167524,,Mayor's Office of Employment Development ,
167784,,Total Health Care,
168601,,MedMark Treatment Centers,
167163,,Neighborhood Housing Services of Baltimore,
12277601,,Pressley Ridge,
167610,,Perkins Square Baptist Church,
167610,,Perkins Square Baptist Church,
167495,,Maryland Department of Human Services,
169112,,Coppin Heights Community Development Corporation,
166985,,Alternative Directions,
167569,,National Institute on Drug Abuse,
1110733,,Roberta's House Family Grief Support Center,
167774,,Treatment Resources for Youth ,
203444,,Village Learning Place,
203444,,Village Learning Place,
167645,,Tuerk House,
10117122,,FreeState Legal Project,
167338,,"Gay, Lesbian, Bi-Sexual & Transgender Community",
168444,,Baltimore Neighborhoods,
167590,,"On Our Own of Maryland, Inc",
167094,,Bon Secours Baltimore Health System,
167094,,Bon Secours Baltimore Health System,
167882,,"Office of the Maryland Women, Infants and Children Program",
167150,,VIVA House,
167039,,Baltimore City Community College,
167806,,Federal Bureau of Investigation,
167148,,Catholic Charities of the Archdiocese of Baltimore,
167148,,Catholic Charities of the Archdiocese of Baltimore,
167148,,Catholic Charities of the Archdiocese of Baltimore,
204343,,Youth Media,
203599,,Baltimore Urban Debate League,
167148,,Catholic Charities of the Archdiocese of Baltimore,
167766,,St. Vincent de Paul of Baltimore,
168186,,Coppin State University,
167733,,St. Elizabeth's Church,
168607,,Progressive Life Center,
168607,,Progressive Life Center,
167260,,Dundalk Church of The Brethren Pantry,
167297,,First Apostolic Faith Church Pantry,
167506,,Maryland New Directions,
167042,,Baltimore Housing Authority,
167513,,Maryland State Department of Education,
8891969,,"Baltimore City Department of Housing & Community Development Division of Green, Healthy & Sustainable Homes",
168523,,Johns Hopkins Community Physicians,
168943,,Cherry Hill Homes,
168943,,Cherry Hill Homes,
167675,,"Salvation Army Central Maryland, The",
167675,,"Salvation Army Central Maryland, The",
168571,,Civic Works,
168571,,Civic Works,
168571,,Civic Works,
168571,,Civic Works,
166955,,AFL-CIO Community Services of Central Maryland,
167042,,Baltimore Housing Authority,
219272,,JPS Health Services,
168335,,Coalition to End Childhood Lead Poisoning,
367693,,Freedom Advocates Celebrating Ex-Offenders,
168679,,"National Council on Alcoholism & Drug Dependence, Maryland",
168679,,"National Council on Alcoholism & Drug Dependence, Maryland",
167975,,South Baltimore Learning Center,
168337,,Valley Bridge Alcoholism Program,
167699,,Shepherd's Clinic,
35281678,,Gather Baltimore,
56406588,,Mt. Lebanon Baptist Church ,
168063,,"LIFE, Inc.",
169071,,Helping Other People Through Empowerment ,
167827,,University of Maryland Medical System,
55059188,,Health Freedom,
56406505,,TIME Organization Inc. ,
167039,,Baltimore City Community College,
167039,,Baltimore City Community College,
167072,,Banner Neighborhoods Community Corporation,
167495,,Maryland Department of Human Services,
167148,,Catholic Charities of the Archdiocese of Baltimore,
182028,,Job Opportunities Task Force (JOTF),
169150,,US Department of Defense,
169150,,US Department of Defense,
167827,,University of Maryland Medical System,
167048,,Baltimore City Police Department,
167244,,Maryland Department of Juvenile Services,
1830710,,CollegeBound Foundation,
168443,,Baltimore City Health Department,
1786020,,Art with a Heart,
167659,,Ray of Hope Baptist Church,
167044,,Baltimore City Department of Recreation and Parks,
167524,,Mayor's Office of Employment Development ,
167494,,Maryland Department of Health,
168126,,MedStar Health,
169047,,"Book Thing of Baltimore, The",
167865,,Whitestone Baptist Church,
167513,,Maryland State Department of Education,
167045,,Baltimore City Department of Social Services,
167045,,Baltimore City Department of Social Services,
167265,,East Baltimore Community Corporation,
167265,,East Baltimore Community Corporation,
168379,,Maryland Center for Veterans Education & Training,
203844,,"OrchKids, Inc.",
167717,,Family Health Centers of Baltimore,
168443,,Baltimore City Health Department,
174293,,Maryland Department of Information and Technology,
167915,,Maryland Department of Assessments & Taxation,
174293,,Maryland Department of Information and Technology,
168900,,Governor's Office,
168463,,Maryland Department of Aging,
168463,,Maryland Department of Aging,
168463,,Maryland Department of Aging,
167915,,Maryland Department of Assessments & Taxation,
358497,,Dress For Success Worldwide,
36814220,,Manna Bible Baptist Church,
167832,,US Department of Veterans Affairs,
167247,,Disabled American Veterans,
167520,,Maryland Department of Veterans Affairs,
167537,,Military Order of The Purple Heart,
167833,,Veterans of Foreign Wars,
167804,,United States Department of the Treasury,
167226,,Corporation For National and Community Service,
167094,,Bon Secours Baltimore Health System,
167495,,Maryland Department of Human Services,
167064,,Baltimore Medical System,
204007,,Creative Alliance,
167717,,Family Health Centers of Baltimore,
167198,,"City Temple Outreach of Baltimore, The",
167345,,Goodwill Industries of the Chesapeake,
3373846,,Archdiocese of Baltimore,
167148,,Catholic Charities of the Archdiocese of Baltimore,
358099,,Apex Counseling Center,
167859,,Wayland Baptist Church,
167433,,John Wesley Church,
167729,,St. Ambrose Housing Aid Center,
167922,,Baltimore City Mayor's Office of Constituent Services,
167920,,At Jacob's Well,
167552,,Mountain Manor Treatment Centers,
168728,,Fusion Partnerships,
168085,,Planned Parenthood of Maryland,
167508,,"Maryland Society for the Prevention of Cruelty to Animals, The",
167071,,Board of Child Care,
167731,,St. Cecilia RCC Soup Kitchen,
167123,,Canton Baptist Church,
167148,,Catholic Charities of the Archdiocese of Baltimore,
167148,,Catholic Charities of the Archdiocese of Baltimore,
1740613,,Loving Arms,
9789514,,Epworth United Methodist Chapel,
10562264,,Carney Assembly of God,
167774,,Treatment Resources for Youth ,
167601,,Park West Health System,
169084,,Southeast Community Development Corporation,
15044791,,Community Mediation Maryland,
41274411,,Evergreen AME Church,
167092,,Blind Industries and Services of Maryland,
167193,,Church of the Guardian Angel,
167217,,Community Law Center,
167197,,Citizens Planning and Housing Association,
167459,,"Johns Hopkins University, Homewood Campus",
374389,,Port Recovery,
54843697,,Baltimore City Mayor's Office of Human Services ,
168324,,Belair-Edison Neighborhoods,
167860,,Abbott Memorial Presbyterian Church,
167766,,St. Vincent de Paul of Baltimore,
167766,,St. Vincent de Paul of Baltimore,
167361,,HWRMW Christian Fellowship,
167361,,HWRMW Christian Fellowship,
167361,,HWRMW Christian Fellowship,
167361,,HWRMW Christian Fellowship,
167532,,Mercy Medical Center,
167344,,Good Shepherd Baptist Church,
167344,,Good Shepherd Baptist Church,
167344,,Good Shepherd Baptist Church,
167245,,"Humanim, Inc.",
167353,,Strong City Baltimore,
167509,,Maryland School for the Blind,
167657,,Radio Reading Network of Maryland,
167900,,"Y of Central Maryland, Association Office",
168361,,Development Corporation of Northwest Baltimore,
167212,,Community Assistance Network,
168741,,All About You Health Care Service,
38359492,,Olivet Baptist Church,
212342,,Y.E.S. Club,
168429,,Pillar & Ground of the Truth Deliverance Church,
166990,,American Civil Liberties Union of Maryland,
167084,,Big Brothers Big Sisters of the Greater Chesapeake,
219213,,CSI Support and Development,
167639,,Project PLASE,
167639,,Project PLASE,
168425,,Trinity Newbirth International Christian Ministry,
9219438,,"Hampden Health Solutions, Inc.",
167054,,Baltimore County Department of Recreation and Parks,
167064,,Baltimore Medical System,
167307,,Foxwell Memorial Apartments,
169052,,Pathway Church of God ,
169052,,Pathway Church of God ,
168062,,"Special Olympics, Maryland",
167483,,Martin Pollak Project,
168694,,US Department of Homeland Security,
167400,,"House of Ruth, Maryland",
167400,,"House of Ruth, Maryland",
167552,,Mountain Manor Treatment Centers,
167766,,St. Vincent de Paul of Baltimore,
167063,,Baltimore Gas and Electric Company ,
167520,,Maryland Department of Veterans Affairs,
6941139,,St. Mary's Church,
167520,,Maryland Department of Veterans Affairs,
167882,,"Office of the Maryland Women, Infants and Children Program",
168431,,Child First Authority,
203791,,Pan in the Community,
271139,,Calvary Baptist Church,
401426,,Beth-El Temple Church of Christ,
401426,,Beth-El Temple Church of Christ,
168253,,"Jobs, Housing & Recovery",
167758,,"St. Paul Evangelical Lutheran Church, Baltimore",
368000,,New Vision House of Hope,
54843697,,Baltimore City Mayor's Office of Human Services ,
17175009,,Park Heights Renaissance,
168436,,Maryland Educational Opportunity Center,
169035,,Episcopal Housing Corporation,
167069,,"Baltimore Rescue Mission, The",
167347,,Grace and Hope Mission,
167276,,Enoch Pratt Free Library,
167508,,"Maryland Society for the Prevention of Cruelty to Animals, The",
167492,,Maryland Department of Business & Economic Development,
167503,,"World Trade Center Institute, The",
168029,,Baltimore Area Convention and Visitors Association,
167435,,Johns Hopkins Hospital,
167766,,St. Vincent de Paul of Baltimore,
167391,,Holy Rosary Church Pantry,
168683,,Vehicles For Change,
167601,,Park West Health System,
167601,,Park West Health System,
260072,,Maryland Board of Nursing,
167513,,Maryland State Department of Education,
168443,,Baltimore City Health Department,
168443,,Baltimore City Health Department,
167210,,Baltimore City Commission on Aging & Retirement Education,
168443,,Baltimore City Health Department,
167042,,Baltimore Housing Authority,
169139,,Maryland State Board of Elections,
167210,,Baltimore City Commission on Aging & Retirement Education,
167210,,Baltimore City Commission on Aging & Retirement Education,
167210,,Baltimore City Commission on Aging & Retirement Education,
167210,,Baltimore City Commission on Aging & Retirement Education,
168463,,Maryland Department of Aging,
168443,,Baltimore City Health Department,
168443,,Baltimore City Health Department,
167856,,Waters AME Church,
358869,,Boundless Innovations for Holistic Living,
169001,,Morgan State University,
168751,,"People Encouraging People, Corporate Office",
167243,,Damascus House,
167561,,My Brother's Keeper,
167382,,Health Care for the Homeless,
56406541,,National Pike Health Centers,
167048,,Baltimore City Police Department,
167075,,Bea Gaddy Family Center,
167075,,Bea Gaddy Family Center,
167075,,Bea Gaddy Family Center,
167075,,Bea Gaddy Family Center,
167075,,Bea Gaddy Family Center,
55823100,,Concerted Care Group,
167148,,Catholic Charities of the Archdiocese of Baltimore,
167365,,Harford Belair Community Mental Health Center,
167194,,Church of the Redeemed of the Lord,
167194,,Church of the Redeemed of the Lord,
167194,,Church of the Redeemed of the Lord,
167287,,Family & Children's Services of Central Maryland,
167281,,Maryland Episcopal Collaborative,
219399,,Jai Medical Center,
167478,,Manna House,
166972,,New All Saints Catholic Church,
53488803,,St. Anthony of Padua Church,
167052,,Baltimore County Information,
168485,,"I Can't, We Can",
31463212,,Asylee Women Enterprise,
174272,,Loyola University in Maryland,
167882,,"Office of the Maryland Women, Infants and Children Program",
167365,,Harford Belair Community Mental Health Center,
167827,,University of Maryland Medical System,
167494,,Maryland Department of Health,
168674,,Gaudenzia,
168674,,Gaudenzia,
56363924,,Asylum Seekers Housing Network,
167287,,Family & Children's Services of Central Maryland,
167287,,Family & Children's Services of Central Maryland,
167287,,Family & Children's Services of Central Maryland,
29426582,,WIN Family Services,
201551,,LHC Group,
201551,,LHC Group,
27851469,,Drink At The Well,
167304,,Forty West Assistance & Referral Center,
166995,,"American Red Cross, Chesapeake Region",
166995,,"American Red Cross, Chesapeake Region",
166995,,"American Red Cross, Chesapeake Region",
166995,,"American Red Cross, Chesapeake Region",
166995,,"American Red Cross, Chesapeake Region",
167563,,"NAACP, National Headquarters",
167341,,Girl Scouts of Central Maryland,
167183,,"Chimes, Maryland",
167183,,"Chimes, Maryland",
182028,,Job Opportunities Task Force (JOTF),
168498,,Maryland Center for Arts and Technology,
167434,,Johns Hopkins Bayview Medical Center,
167434,,Johns Hopkins Bayview Medical Center,
167434,,Johns Hopkins Bayview Medical Center,
167434,,Johns Hopkins Bayview Medical Center,
167434,,Johns Hopkins Bayview Medical Center,
167434,,Johns Hopkins Bayview Medical Center,
167048,,Baltimore City Police Department,
167048,,Baltimore City Police Department,
167458,,Maryland Legal Aid Bureau,
167494,,Maryland Department of Health,
167496,,"Maryland Department of Labor, Licensing & Regulation",
167495,,Maryland Department of Human Services,
168747,,University of Maryland School of Law,
1739551,,Brooklyn Community United Methodist Church ,
167045,,Baltimore City Department of Social Services,
168299,,District Court of Maryland,
219399,,Jai Medical Center,
167081,,Better Business Bureau of Greater Maryland,
3629791,,Pen Lucy Action Network,
182563,,Maryland Church of God,
167070,,Greater Baltimore Urban League,
167062,,Baltimore Crisis Response,
24322688,,Mt Oliver Missionary Baptist Church ,
168439,,"Meals On Wheels, Central MD",
167343,,Glenwood Life Counseling Center,
167512,,Pro Bono Resource Center Of Maryland,
169095,,Civil Justice,
168352,,University of Maryland School of Medicine,
168722,,Johns Hopkins University School of Medicine,
167223,,Concord Baptist Church,
167346,,Govans Ecumenical Development Corporation (GEDCO),
167879,,"Women's Growth Center, The",
42254217,,Divine Deliverance Apostle Faith Church,
54843697,,Baltimore City Mayor's Office of Human Services ,
167802,,Westminster House Apartments,
167298,,First Baptist Church Soup Kitchen,
167048,,Baltimore City Police Department,
54943247,,Faith Community Church ,
54943247,,Faith Community Church ,
167049,,Baltimore City Public School System,
167164,,Central Maryland Ecumenical Council,
167577,,New Creation Christian Church,
167604,,Inspirit Counseling ,
616571,,Beechfield United Methodist,
29057295,,Deliverance Through Jesus Christ Apostolic Faith Church,
167616,,Pregnancy Center West,
56406541,,National Pike Health Centers,
56363983,,Insightful Life Therapeutic Services,
56662538,,Allover Healthcare Group ,
167434,,Johns Hopkins Bayview Medical Center,
167346,,Govans Ecumenical Development Corporation (GEDCO),
168077,,KeraLink International,
260007,,New Life Fellowship Church of Christ,
168126,,MedStar Health,
167882,,"Office of the Maryland Women, Infants and Children Program",
167346,,Govans Ecumenical Development Corporation (GEDCO),
167430,,Jewish Community Center of Greater Baltimore,
167474,,Lutheran Mission Society of Maryland,
168664,,Self Help and Resource Exchange Network,
167034,,"ASSOCIATED: Jewish Community Federation of Baltimore, The",
56460361,,Positive Steps LLC,
167048,,Baltimore City Police Department,
56406516,,"New Vision Behavioral Health Services, Inc",
168098,,Jewish Community Services,
168098,,Jewish Community Services,
168098,,Jewish Community Services,
168299,,District Court of Maryland,
167364,,Harbel Community Organization,
167364,,Harbel Community Organization,
168360,,Comprehensive Housing Assistance,
167882,,"Office of the Maryland Women, Infants and Children Program",
167495,,Maryland Department of Human Services,
54147319,,Wright Way Tax Solutions,
168328,,"Rebuilding Together, Baltimore",
168418,,Senior Network of North Baltimore/GEDCO,
14982140,,Govans Presbyterian Church,
167495,,Maryland Department of Human Services,
167384,,"Hearing & Speech Agency of Metropolitan Baltimore, The",
167435,,Johns Hopkins Hospital,
