organization_id,category_id
138719,11561
138719,11603
138719,11604
138719,11649
138719,11650
138719,11679
138719,11708
138719,12067
138719,12115
138719,12163
138719,12185
138719,12242
138394,11504
138394,11518
138394,11650
138394,11679
138394,11724
138394,11730
138394,11731
138394,11732
138394,11733
138394,11734
138394,11735
138394,11736
138394,11737
138394,11738
138394,11739
138394,11740
138394,11741
138394,11742
138394,11743
138394,11744
138394,11745
138394,11746
138394,11747
138394,11748
138394,11749
138394,11754
138394,11755
138394,11813
138394,11959
138394,11962
138394,11965
138394,11968
138394,12056
138394,12115
138394,12185
138394,12208
138394,12213
138646,11540
138646,11552
138646,11597
138646,11638
138646,11724
138646,11730
138646,11731
138646,11732
138646,11733
138646,11734
138646,11735
138646,11736
138646,11737
138646,11738
138646,11739
138646,11740
138646,11741
138646,11742
138646,11743
138646,11744
138646,11745
138646,11746
138646,11747
138646,11748
138646,11749
138646,11754
138646,11755
138646,11831
138646,11844
138646,12115
139762,11533
139762,11534
139762,11540
139762,11552
139762,11597
139762,11664
139762,11679
139762,11702
139762,11724
139762,11730
139762,11732
139762,11733
139762,11734
139762,11735
139762,11736
139762,11738
139762,11739
139762,11740
139762,11741
139762,11742
139762,11743
139762,11744
139762,11745
139762,11746
139762,11747
139762,11748
139762,11749
139762,11754
139762,11755
139762,11794
139762,11821
139762,11880
139762,11881
139762,11919
139762,11968
139762,12115
139762,12255
139762,12258
139762,12294
139762,12299
139131,11523
139131,11580
139131,11584
139131,11609
139131,11618
139131,11620
139131,11622
139131,11631
139131,11658
139131,11684
139131,11702
139131,11710
139131,11716
139131,11852
139131,11864
139131,11867
139131,11875
139131,11887
139131,11893
139131,11955
139131,12076
139131,12115
139131,12135
139131,12175
139131,12209
139131,12255
139131,12258
139562,11507
139562,11578
139562,11585
139562,11749
139562,11797
139562,11989
139562,12067
138179,11504
138179,11520
138179,11523
138179,11525
138179,11540
138179,11543
138179,11544
138179,11593
138179,11638
138179,11673
138179,11679
138179,11730
138179,11731
138179,11732
138179,11733
138179,11734
138179,11735
138179,11736
138179,11738
138179,11739
138179,11740
138179,11741
138179,11742
138179,11743
138179,11744
138179,11746
138179,11747
138179,11748
138179,11749
138179,11754
138179,11755
138179,11827
138179,11830
138179,11835
138179,11838
138179,11839
138179,11841
138179,11842
138179,12115
138179,12174
138179,12276
138493,11500
138493,11523
138493,11573
138493,11619
138493,11620
138493,11622
138493,11679
138493,11702
138493,11771
138493,11790
138493,11852
138493,11867
138493,11875
138493,11970
138493,11973
138493,12000
138493,12115
138493,12128
138493,12135
138493,12204
138493,12205
137651,11511
137651,11520
137651,11525
137651,11679
137651,11705
137651,11712
137651,11731
137651,12066
137651,12259
138404,11526
138404,11618
138404,11622
138404,11627
138404,11659
138404,11679
138404,11684
138404,11699
138404,11704
138404,11716
138404,11724
138404,11730
138404,11731
138404,11732
138404,11733
138404,11734
138404,11735
138404,11736
138404,11737
138404,11738
138404,11739
138404,11740
138404,11741
138404,11742
138404,11743
138404,11744
138404,11745
138404,11746
138404,11747
138404,11748
138404,11749
138404,11754
138404,11755
138404,12115
138404,12149
138404,12150
138404,12151
138404,12194
138404,12281
137696,11516
137696,11525
137696,11561
137696,11749
137696,12056
137696,12066
137696,12201
138741,11515
138741,11550
138741,11631
138741,11704
138741,11724
138741,11730
138741,11731
138741,11732
138741,11733
138741,11734
138741,11735
138741,11736
138741,11737
138741,11738
138741,11739
138741,11740
138741,11741
138741,11742
138741,11743
138741,11744
138741,11745
138741,11746
138741,11747
138741,11748
138741,11749
138741,11754
138741,11755
138741,11876
138741,11968
138741,12115
138152,11504
138152,11518
138152,11523
138152,11525
138152,11546
138152,11621
138152,11641
138152,11654
138152,11679
138152,11749
138152,12208
138706,11515
138706,11517
138706,11519
138706,11521
138706,11523
138706,11531
138706,11544
138706,11548
138706,11553
138706,11556
138706,11648
138706,11655
138706,11670
138706,11690
138706,11691
138706,11695
138706,11697
138706,11717
138706,11724
138706,11730
138706,11731
138706,11732
138706,11733
138706,11734
138706,11735
138706,11736
138706,11737
138706,11738
138706,11739
138706,11740
138706,11741
138706,11742
138706,11743
138706,11744
138706,11745
138706,11746
138706,11747
138706,11748
138706,11749
138706,11752
138706,11754
138706,11755
138706,11808
138706,11814
138706,11848
138706,11861
138706,11914
138706,11917
138706,12012
138706,12013
138706,12014
138706,12089
138706,12096
138706,12115
138706,12120
138706,12140
138706,12170
138706,12197
138706,12199
138706,12210
138706,12232
138706,12249
138706,12265
138706,12286
138934,11511
138934,11606
138934,11679
138934,11860
138934,11943
138934,12115
138934,12294
138934,12295
138803,11548
138803,11553
138803,11559
138803,11577
138803,11679
138803,11727
138803,11749
138803,11782
138803,11799
138803,11869
138803,11891
138803,12115
138803,12185
138803,12297
137996,11679
137996,11690
137996,11692
137996,11695
137996,11730
137996,11731
137996,11732
137996,11733
137996,11749
137996,11956
137996,12115
137996,12170
138916,11522
138916,11550
138916,11578
138916,11679
138916,12115
138916,12185
138916,12206
138916,12290
138159,11506
138159,11507
138159,11510
138159,11537
138159,11546
138159,11561
138159,11585
138159,11631
138159,11702
138159,11727
138159,11788
138159,11797
138159,11849
138159,11855
138159,11870
138159,11888
138159,11905
138159,11923
138159,12018
138159,12067
138159,12115
138159,12122
138159,12163
137718,11508
137718,11510
137718,11525
137718,11526
137718,11724
137718,11730
137718,11731
137718,11732
137718,11733
137718,11734
137718,11735
137718,11736
137718,11737
137718,11738
137718,11739
137718,11740
137718,11741
137718,11742
137718,11743
137718,11744
137718,11745
137718,11746
137718,11747
137718,11748
137718,11749
137718,11754
137718,11755
137718,12115
137718,12117
137718,12119
138931,11500
138931,11522
138931,11524
138931,11626
138931,11675
138931,11679
138931,11698
138931,11732
138931,12115
138931,12128
138789,11585
138789,11631
138789,11642
138789,11660
138789,11676
138789,11679
138789,11724
138789,11727
138789,11730
138789,11731
138789,11732
138789,11733
138789,11734
138789,11735
138789,11736
138789,11737
138789,11738
138789,11739
138789,11740
138789,11741
138789,11742
138789,11743
138789,11744
138789,11745
138789,11746
138789,11747
138789,11748
138789,11749
138789,11754
138789,11755
138789,11819
138789,11822
138789,11867
138789,11968
138789,12082
138789,12083
138789,12115
138789,12141
138789,12158
138789,12159
138789,12185
139564,11570
139564,11620
139564,11679
139564,11724
139564,11730
139564,11731
139564,11732
139564,11733
139564,11734
139564,11735
139564,11736
139564,11737
139564,11738
139564,11739
139564,11740
139564,11741
139564,11742
139564,11743
139564,11744
139564,11745
139564,11746
139564,11747
139564,11748
139564,11749
139564,11754
139564,11755
139564,11867
139564,11968
139564,12115
138886,11507
138886,11577
138886,11585
138886,11630
138886,11633
138886,11634
138886,11659
138886,11732
138886,11749
138886,11764
138886,11797
138886,12033
138886,12115
138886,12160
138886,12161
138338,11504
138338,11511
138338,11523
138338,11583
138338,11602
138338,11658
138338,11666
138338,11679
138338,11680
138338,11817
138338,11892
138338,11893
138338,12048
138338,12115
138338,12212
138338,12241
138338,12243
138338,12294
138338,12315
138338,12345
138005,11518
138005,11546
138005,11561
138005,11575
138005,11620
138005,11649
138005,11650
138005,11749
138005,12115
138005,12129
138005,12144
138005,12177
138005,12180
138005,12208
138005,12250
138762,11546
138762,11561
138762,11571
138762,11587
138762,11620
138762,11631
138762,11679
138762,11724
138762,11727
138762,11730
138762,11731
138762,11732
138762,11733
138762,11734
138762,11735
138762,11736
138762,11737
138762,11738
138762,11739
138762,11740
138762,11741
138762,11742
138762,11743
138762,11744
138762,11745
138762,11746
138762,11747
138762,11748
138762,11749
138762,11754
138762,11755
138762,11781
138762,11788
138762,11865
138762,12115
138762,12178
138762,12185
138762,12241
138762,12315
139783,12369
139783,12370
139783,12371
137699,11504
137699,11523
137699,11596
137699,11644
137699,11679
137699,11680
137699,11749
137699,11803
137699,11852
137699,11893
139238,11507
139238,11508
139238,11515
139238,11645
139238,11724
139238,11730
139238,11731
139238,11732
139238,11733
139238,11734
139238,11735
139238,11736
139238,11737
139238,11738
139238,11739
139238,11740
139238,11741
139238,11742
139238,11743
139238,11744
139238,11745
139238,11746
139238,11747
139238,11748
139238,11749
139238,11754
139238,11755
139238,12067
139238,12115
139238,12163
139238,12217
137721,11511
137721,11525
137721,11591
137721,11602
137721,11612
137721,11613
137721,11616
137721,11623
137721,11650
137721,11666
137721,11679
137721,11681
137721,11695
137721,11712
137721,11727
137721,11749
137721,11779
137721,11848
137721,11928
137721,12115
137721,12138
137721,12170
137721,12185
137721,12212
137721,12224
137721,12225
137721,12239
137721,12243
137721,12256
137721,12260
137721,12294
137721,12295
137721,12357
137925,11525
137925,11591
137925,11602
137925,11612
137925,11629
137925,11678
137925,11681
137925,12115
137925,12138
137925,12294
137925,12295
138056,11502
138056,11503
138056,11530
138056,11540
138056,11580
138056,11581
138056,11631
138056,11679
138056,11697
138056,11702
138056,11710
138056,11724
138056,11730
138056,11731
138056,11732
138056,11733
138056,11734
138056,11735
138056,11736
138056,11737
138056,11738
138056,11739
138056,11740
138056,11741
138056,11742
138056,11743
138056,11744
138056,11745
138056,11746
138056,11747
138056,11748
138056,11749
138056,11754
138056,11755
138056,11771
138056,11864
138056,11921
138056,12115
138056,12183
138056,12241
138056,12264
138056,12338
138431,11591
138431,11623
138431,11631
138431,11666
138431,11679
138431,11867
138431,11876
138431,11878
138431,11884
138431,11903
138431,11937
138431,11983
138431,12115
138431,12224
138431,12225
137690,11531
137690,11558
137690,11850
137690,11852
137690,11919
137690,12115
137690,12276
137690,12294
137690,12295
137690,12299
137690,12361
138334,11504
138334,11523
138334,11524
138334,11557
138334,11651
138334,11679
138334,11724
138334,11730
138334,11731
138334,11732
138334,11733
138334,11734
138334,11735
138334,11736
138334,11737
138334,11738
138334,11739
138334,11740
138334,11741
138334,11742
138334,11743
138334,11744
138334,11745
138334,11746
138334,11747
138334,11748
138334,11749
138334,11754
138334,11755
138334,11968
138334,12115
138334,12185
138780,11522
138780,11525
138780,11612
138780,11749
139037,11550
139037,11561
139037,11571
139037,11674
139037,11679
139037,11724
139037,11730
139037,11731
139037,11732
139037,11733
139037,11734
139037,11735
139037,11736
139037,11737
139037,11738
139037,11739
139037,11740
139037,11741
139037,11742
139037,11743
139037,11744
139037,11745
139037,11746
139037,11747
139037,11748
139037,11749
139037,11754
139037,11755
139037,11781
139037,11788
139037,11861
139037,11865
139037,12007
139037,12050
139037,12115
138174,11522
138174,11525
138174,11593
138174,11631
138174,11678
138174,11701
138174,11724
138174,11730
138174,11731
138174,11732
138174,11733
138174,11734
138174,11735
138174,11736
138174,11737
138174,11738
138174,11739
138174,11740
138174,11741
138174,11742
138174,11743
138174,11744
138174,11745
138174,11746
138174,11747
138174,11748
138174,11749
138174,11754
138174,11755
138174,11884
138174,12115
139143,11511
139143,11525
139143,11666
139143,11695
139143,11702
139143,11727
139143,11779
139143,11780
139143,11928
139143,12115
139143,12170
139683,11507
139683,11508
139683,11548
139683,11647
137894,11508
137894,11535
137894,11536
137894,11578
137894,11631
137894,11638
137894,11724
137894,11730
137894,11731
137894,11732
137894,11733
137894,11734
137894,11735
137894,11736
137894,11737
137894,11738
137894,11739
137894,11740
137894,11741
137894,11742
137894,11743
137894,11744
137894,11745
137894,11746
137894,11747
137894,11748
137894,11749
137894,11754
137894,11755
137894,11827
137894,11866
137894,11954
137894,11993
137894,12115
137693,11631
137693,11723
137693,11749
137693,11884
137693,11974
137693,12264
137628,11522
137628,11544
137628,11578
137628,11631
137628,11638
137628,11679
137628,11701
137628,11722
137628,11724
137628,11730
137628,11731
137628,11732
137628,11733
137628,11737
137628,11739
137628,11742
137628,11743
137628,11745
137628,11747
137628,11748
137628,11749
137628,11754
137628,11829
137628,11833
137628,11842
137628,11880
137628,12003
137628,12115
137824,11536
137824,11548
137824,11553
137824,11647
137824,11679
137824,11724
137824,11730
137824,11731
137824,11732
137824,11733
137824,11734
137824,11735
137824,11736
137824,11737
137824,11738
137824,11739
137824,11740
137824,11741
137824,11742
137824,11743
137824,11744
137824,11745
137824,11746
137824,11747
137824,11748
137824,11749
137824,11754
137824,11755
137824,11811
137824,11968
137824,12112
137824,12115
137824,12147
137824,12202
138143,11550
138143,11578
138143,11587
138143,11631
138143,11639
138143,11665
138143,11674
138143,11724
138143,11730
138143,11731
138143,11732
138143,11733
138143,11734
138143,11735
138143,11736
138143,11737
138143,11738
138143,11739
138143,11740
138143,11741
138143,11742
138143,11743
138143,11744
138143,11745
138143,11746
138143,11747
138143,11748
138143,11749
138143,11754
138143,11755
138143,12050
138143,12115
137689,11504
137689,11523
137689,11596
137689,11644
137689,11677
137689,11679
137689,11680
137689,11749
137689,11803
137689,11893
137689,12361
137686,11500
137686,11508
137686,11698
137686,11796
137686,11810
137686,11854
137686,12115
138178,11527
138178,11535
138178,11536
138178,11585
138178,11609
138178,11618
138178,11620
138178,11647
138178,11699
138178,11724
138178,11731
138178,11732
138178,11733
138178,11734
138178,11735
138178,11736
138178,11737
138178,11738
138178,11739
138178,11740
138178,11741
138178,11742
138178,11743
138178,11744
138178,11745
138178,11746
138178,11747
138178,11748
138178,11749
138178,11754
138178,11755
138178,11767
138178,11770
138178,11822
138178,11928
138178,11931
138178,11955
138178,11956
138178,11968
138178,12016
138178,12031
138178,12042
138178,12044
138178,12049
138178,12075
138178,12076
138178,12115
138178,12122
138178,12146
138178,12147
138178,12161
138178,12248
138178,12249
138178,12251
138178,12273
138178,12281
138704,11593
138704,11631
138704,11643
138704,11701
138704,11724
138704,11730
138704,11731
138704,11732
138704,11733
138704,11734
138704,11735
138704,11736
138704,11737
138704,11738
138704,11739
138704,11740
138704,11741
138704,11742
138704,11743
138704,11744
138704,11745
138704,11746
138704,11747
138704,11748
138704,11749
138704,11754
138704,11755
138704,11861
138704,11879
138704,11884
138704,12115
138704,12173
138704,12178
138550,11504
138550,11518
138550,11525
138550,11527
138550,11546
138550,11561
138550,11613
138550,11728
138550,12066
138550,12115
138550,12129
138550,12176
138550,12208
138550,12216
138626,11723
138626,11739
138626,11884
138626,12264
138250,11515
138250,11578
138250,11679
138250,11726
138250,11727
138250,11784
138250,11853
138250,11857
138250,12115
138695,11620
138695,11642
138695,11679
138695,11731
138695,11739
138695,11747
138695,11750
138695,11754
138695,11819
138695,11824
138695,11867
138695,11902
138695,12084
138695,12185
138695,12227
137878,11540
137878,11597
137878,11679
137878,11790
137878,12001
137878,12115
137878,12204
138381,11504
138381,11515
138381,11518
138381,11523
138381,11525
138381,11546
138381,11561
138381,11563
138381,11573
138381,11598
138381,11613
138381,11618
138381,11620
138381,11622
138381,11679
138381,11689
138381,11695
138381,11728
138381,11848
138381,11924
138381,11925
138381,11928
138381,11955
138381,12012
138381,12013
138381,12014
138381,12115
138381,12128
138381,12170
138381,12175
138381,12177
138381,12208
138381,12216
138381,12246
138381,12249
138132,11525
138132,11591
138132,11608
138132,11612
138132,11679
138132,12115
138132,12137
138132,12294
138132,12309
138132,12357
138939,11511
138939,11591
138939,11602
138939,11624
138939,11666
138939,11679
138939,11731
138939,11909
138939,12109
138939,12115
138939,12145
138939,12185
138939,12239
138939,12294
138939,12295
137809,11525
137809,11596
137809,11631
137809,11679
137809,11713
137809,11885
137809,12115
137809,12121
137809,12195
137809,12196
137809,12206
137809,12254
137809,12370
137683,11520
137683,11525
137683,11631
137683,11673
137683,11885
137683,12115
137683,12195
137683,12196
137683,12254
139173,11500
139173,11602
139173,11624
139173,11679
139173,11718
139173,11730
139173,11731
139173,11732
139173,11733
139173,11749
139173,11755
139173,12009
139173,12115
139173,12128
139173,12141
139173,12176
139173,12212
139173,12243
137935,11504
137935,11523
137935,11552
137935,11578
137935,11585
137935,11597
137935,11631
137935,11664
137935,11688
137935,11702
137935,11720
137935,11771
137935,11790
137935,11798
137935,11864
137935,11872
137935,11880
137935,11921
137935,11937
137935,11973
137935,12012
137935,12115
137935,12204
137935,12205
137935,12249
138588,11515
138588,11519
138588,11544
138588,11585
138588,11631
138588,11648
138588,11679
138588,11689
138588,11690
138588,11691
138588,11695
138588,11702
138588,11724
138588,11730
138588,11731
138588,11732
138588,11733
138588,11734
138588,11735
138588,11736
138588,11737
138588,11738
138588,11739
138588,11740
138588,11741
138588,11742
138588,11743
138588,11744
138588,11745
138588,11746
138588,11747
138588,11748
138588,11749
138588,11754
138588,11755
138588,11848
138588,11924
138588,11928
138588,11941
138588,11968
138588,12014
138588,12115
138588,12170
138588,12192
138588,12217
138588,12258
138588,12301
138588,12302
139411,11508
139411,11548
139411,11707
139411,11724
139411,11731
139411,11732
139411,11733
139411,11734
139411,11735
139411,11736
139411,11737
139411,11738
139411,11739
139411,11740
139411,11741
139411,11742
139411,11743
139411,11744
139411,11745
139411,11746
139411,11747
139411,11748
139411,11749
139411,11754
139411,11755
139411,11771
139411,11968
139411,12115
137939,11496
137939,11497
137939,11502
137939,11503
137939,11530
137939,11568
137939,11580
137939,11581
137939,11664
137939,11679
137939,11710
137939,11737
137939,11771
137939,11790
137939,11861
137939,11864
137939,11872
137939,11881
137939,11921
137939,11943
137939,11946
137939,11973
137939,12183
137939,12185
137939,12204
137939,12205
137736,11689
137736,11695
137736,11702
137736,11731
137736,11732
137736,11733
137736,11737
137736,11749
137736,11848
137736,11928
137736,12115
137736,12170
137736,12258
137697,11550
137697,11578
137697,11618
137697,11631
137697,11679
137697,11749
137697,11867
137697,11985
138765,11508
138765,11537
138765,11548
138765,11553
138765,11647
138765,11661
138765,11679
138765,11724
138765,11730
138765,11731
138765,11732
138765,11733
138765,11734
138765,11735
138765,11736
138765,11737
138765,11738
138765,11739
138765,11740
138765,11741
138765,11742
138765,11743
138765,11744
138765,11745
138765,11746
138765,11747
138765,11748
138765,11749
138765,11754
138765,11755
138765,12112
138765,12115
138765,12149
138765,12150
138765,12151
138765,12185
137593,11500
137593,11522
137593,11550
137593,11620
137593,11700
137593,11724
137593,11730
137593,11731
137593,11732
137593,11733
137593,11734
137593,11735
137593,11736
137593,11737
137593,11738
137593,11739
137593,11740
137593,11741
137593,11742
137593,11743
137593,11744
137593,11745
137593,11746
137593,11747
137593,11748
137593,11749
137593,11754
137593,11755
137593,11867
137593,11968
137593,12115
137593,12128
137593,12134
137593,12135
137593,12217
137593,12310
138261,11504
138261,11513
138261,11518
138261,11523
138261,11525
138261,11527
138261,11546
138261,11561
138261,11598
138261,11613
138261,11618
138261,11622
138261,11679
138261,11684
138261,11728
138261,11955
138261,12115
138261,12175
138261,12185
138261,12208
138261,12216
138261,12315
139274,11525
139274,11585
139274,11633
139274,11634
139274,11765
139274,12037
139274,12073
139274,12115
139274,12193
139274,12213
137858,11511
137858,11602
137858,11606
137858,11679
137858,11943
137858,11944
137858,11946
137858,11947
137858,12185
137858,12259
137858,12294
137858,12295
137858,12357
138019,11504
138019,11515
138019,11516
138019,11517
138019,11519
138019,11523
138019,11547
138019,11548
138019,11577
138019,11585
138019,11618
138019,11648
138019,11659
138019,11690
138019,11695
138019,11702
138019,11720
138019,11749
138019,11771
138019,11798
138019,11848
138019,11852
138019,11908
138019,11924
138019,11928
138019,11932
138019,11969
138019,12012
138019,12013
138019,12014
138019,12115
138019,12168
138019,12170
138019,12192
138019,12199
138019,12230
138019,12249
138019,12255
138019,12258
138019,12269
138239,11515
138239,11557
138239,11563
138239,11585
138239,11618
138239,11619
138239,11620
138239,11622
138239,11627
138239,11643
138239,11652
138239,11655
138239,11659
138239,11693
138239,11695
138239,11699
138239,11702
138239,11704
138239,11731
138239,11750
138239,11779
138239,11780
138239,11819
138239,11822
138239,11848
138239,11861
138239,11867
138239,11925
138239,12075
138239,12149
138239,12175
138239,12176
138239,12181
138239,12199
138239,12248
138239,12251
138117,11504
138117,11525
138117,11677
138117,11803
138117,12115
138171,11507
138171,11508
138171,11510
138171,11515
138171,11526
138171,11537
138171,11584
138171,11630
138171,11631
138171,11633
138171,11634
138171,11635
138171,11658
138171,11659
138171,11679
138171,11724
138171,11730
138171,11731
138171,11732
138171,11733
138171,11734
138171,11735
138171,11736
138171,11737
138171,11738
138171,11739
138171,11740
138171,11741
138171,11742
138171,11743
138171,11744
138171,11745
138171,11746
138171,11747
138171,11748
138171,11749
138171,11754
138171,11755
138171,11764
138171,11766
138171,11769
138171,11772
138171,11870
138171,11871
138171,11876
138171,11894
138171,11896
138171,11900
138171,11902
138171,11934
138171,11977
138171,12020
138171,12026
138171,12027
138171,12030
138171,12033
138171,12039
138171,12040
138171,12043
138171,12067
138171,12115
138171,12149
138171,12150
138171,12151
138171,12161
138218,11525
138218,11548
138218,11612
138218,11620
138218,11679
138218,11749
137955,11507
137955,11749
137955,11809
137955,12067
137955,12115
138304,11525
138304,11531
138304,11544
138304,11578
138304,11638
138304,11679
138304,11730
138304,11831
138304,11842
138304,12185
139296,11515
139296,11550
139296,11575
139296,11614
139296,11674
139296,11679
139296,11695
139296,11702
139296,11720
139296,11724
139296,11730
139296,11731
139296,11732
139296,11733
139296,11734
139296,11735
139296,11736
139296,11737
139296,11738
139296,11739
139296,11740
139296,11741
139296,11742
139296,11743
139296,11744
139296,11745
139296,11746
139296,11747
139296,11748
139296,11749
139296,11754
139296,11755
139296,11848
139296,11919
139296,11924
139296,11928
139296,12014
139296,12050
139296,12115
139296,12170
139296,12217
139296,12230
139296,12249
139296,12253
139296,12255
139296,12258
139346,11504
139346,11523
139346,11531
139346,11544
139346,11601
139346,11724
139346,11730
139346,11731
139346,11732
139346,11733
139346,11734
139346,11735
139346,11736
139346,11738
139346,11739
139346,11740
139346,11741
139346,11742
139346,11743
139346,11744
139346,11745
139346,11746
139346,11747
139346,11748
139346,11749
139346,11754
139346,11755
139346,12073
139346,12115
139346,12168
139346,12206
138402,11511
138402,11591
138402,11666
138402,11679
138402,11909
138402,12115
138775,11508
138775,11512
138775,11515
138775,11525
138775,11533
138775,11584
138775,11633
138775,11634
138775,11635
138775,11679
138775,11732
138775,11749
138775,11766
138775,11772
138775,11778
138775,11982
138775,12026
138775,12027
138775,12036
138775,12039
138775,12040
138775,12063
138775,12115
138775,12154
138775,12160
138775,12161
138099,11504
138099,11506
138099,11515
138099,11523
138099,11537
138099,11545
138099,11556
138099,11558
138099,11604
138099,11630
138099,11667
138099,11674
138099,11679
138099,11702
138099,11724
138099,11730
138099,11731
138099,11732
138099,11733
138099,11739
138099,11742
138099,11745
138099,11749
138099,11754
138099,11925
138099,11968
138099,12115
138099,12149
138099,12150
138099,12151
138099,12162
138099,12185
137790,11508
137790,11548
137790,11676
137790,11730
137790,11948
137790,11953
137790,12010
137790,12141
139711,11536
139711,11584
139711,11634
139711,11635
139711,11749
139711,12029
139711,12042
139711,12125
139040,11602
139040,11615
139040,11679
139040,11773
139040,11885
139040,12115
139040,12121
139040,12185
139040,12195
139040,12196
139040,12254
139040,12295
138889,11591
138889,11602
138889,11615
138889,11629
138889,11687
138889,11730
138889,11731
138889,11732
138889,11733
138889,11749
138889,11773
138889,12109
138889,12115
138889,12294
138889,12295
138335,11515
138335,11584
138335,11730
138335,11733
138335,11734
138335,11740
138335,11741
138335,11744
138335,11745
138335,11749
138335,11755
138335,11766
138335,11924
138335,12027
138335,12040
138335,12115
138335,12161
138335,12193
138335,12213
138092,11504
138092,11515
138092,11516
138092,11517
138092,11523
138092,11531
138092,11540
138092,11550
138092,11585
138092,11602
138092,11631
138092,11659
138092,11674
138092,11720
138092,11727
138092,11771
138092,11790
138092,11800
138092,11801
138092,11861
138092,11865
138092,11875
138092,11876
138092,11880
138092,11888
138092,11937
138092,11970
138092,11971
138092,12012
138092,12050
138092,12115
138092,12182
138092,12199
138092,12243
138092,12249
138380,11525
138380,11591
138380,11602
138380,11612
138380,11646
138380,11654
138380,11678
138380,11679
138380,11681
138380,12115
138380,12137
138380,12138
