organization_id,taxonomy_id
137696,YL-3300.4500
137696,NL
137696,PH-1250
138741,YF-5000
138741,TN-5500.8500-680
138741,TJ-3000
138741,TP
138741,LH-2600.6500
138152,LH-3000
138152,YB-9500.0500
138152,YB-9500.1500
138152,YK-6500.6600-550
138152,YK-6500.6600
138152,YL-3300.4500
138152,PX
138152,YB-9500.3300
138152,LH-5100.5000
138706,YF-3000.0440
138706,YF-5000.2100
138706,YF-5000
138706,TJ-6500.8000
138706,YB-8000
138706,YF-8000.1800-850
138706,RM-3300.6600
138706,YV-3000.8000
138706,YF-3000.8200
138706,YF-8000.1800
138706,YP-8000
138706,YP
138706,YF-8000.0500
138706,YF-5000.5550-800
138706,YF-5000.0500-650
138706,YB-9500.0500
138706,YF-5000.0500-600
138706,YF-3000.1300
138706,YF-5000.5050-100
138706,YP-3500
138706,TJ-6500.6300
138706,YK-2000.2000
138706,RR-8800.5100
138706,RX
138706,RX-8450.8100
138706,RP-5000.1500
138706,YF-5000.5050-170.50
138706,RP-6400.8000-620
138706,RP-1400.8000-070
138706,RP-1500.1400
138934,BH-1800.8500
138934,ND-9200
138934,TI-1800.1500
138934,TI-1800.3000
138803,YB-8000
138803,TJ-3000
138803,YF-3000.0440
138803,YD
138803,PH-1000
138803,PX
138803,LF-4900.2050
138803,PH-3300
138803,YF-3000.2380
138803,LT-1750.1700
138803,PH-0320
138803,PN-8100
137996,YF-8000.1800
137996,PX
137996,RX
137996,RX-8450.8100
137996,RX-8450.5000
138916,PX
138916,YH-6000.3100
138916,FP-0500
138916,TB-7000.6000
138916,TP
138916,TJ-6500
138159,LR-1700
138159,YF-1800
138159,YB-9500.3300
138159,LF-7000.1700
138159,YF-1800.5000
138159,PH-1000
138159,LF-4900.2150
138159,YK-2000.2200
138159,TJ-3000
138159,R
138159,YF-1500.8000
138159,YF-3200
138159,PN-8100
138159,RP-1400.8000-300
137718,YF-6500
137718,YF-3200
137718,YF-9000
137718,YL-3300.4500
137718,BV-9000.8750
138931,BH-8600
138931,LT-3000
138931,YF-8500
138931,PX
138789,PH-1000
138789,TJ-3000
138789,YF-3000.0520
138789,PX
138789,LH-5000
138789,PH-7000
138789,BT-4500.6500-500
138789,LH-0600
138789,LH-6300.5500
138789,PN-8100
139564,TJ-3000
139564,H
139564,YF-3000.0560-800
138886,PH-1000
138886,ND-2000.9000
138886,LR-3200
138886,ND-9000
138886,LR
138886,ND-2000.6500-360
138886,ND-3500.3600
138886,YF-1800
138886,PH-0320
138338,PX
138338,PS-9800
138338,PL-7000
138338,YB-9500.1500
138338,YB-9500.0500
138338,PL-6400.1500-700
138338,PL-6400.1500
138338,BD-5000.8300
138338,YV-3000.3050
138338,BD
138338,BD-1800.1900
138338,RD-1900
138005,YK-6500.6600
138005,YK-6500.6600-550
138005,YK-2000.2200
138005,LJ-5000.1000
138005,LH-2700
138005,LH-2700.2000-150
138005,PH-6100.6800
138005,PS-6500
138005,LJ-5000.6500
138005,YB-9500.3300
138005,LJ-5000.1500
138005,LJ-5000.1500-650
138762,LH-2700
138762,YF-3000.8240
138762,TD-1200
138762,TJ-3000
138762,YK-2000.2200
138762,YB-9500.3300
138762,PX
138762,JR-8200
138762,PN-8100
137699,YB-9500.1500
137699,YB-9500.0500
137699,PL-7000
137699,PS-9800
137699,PH-1400.5000-100
137699,HL-8700
137699,PX
137699,FN-1500
137699,RP-1400.8000-050
139238,YF-1800
139238,YF-5000
139238,YF-1800.5000
139238,YF-6500
139238,YO-1000.2000
139238,TP-2100
139238,DM
137721,BM-6500.1500
137721,BD-5000.8300
137721,YL-3300.4500
137721,BD-1800.8200-250
137721,YF-8000.1800
137721,YV-3000.3050
137721,PX
137721,BD-1800.2000
137721,R
137721,YF-8000.0500
137721,PH-6100.6800
137721,FT-4500.1800
137721,TI
137721,HH-0500.2500-250
137721,TI-1800.6700
137721,NT
137721,PH-2950
137721,PH-2950.1500
137721,PH-2950.8500
137721,PH-2950.3050
137721,RX-8450.8000
137721,RX
137721,PN-8100
137925,YL-3300.4500
137925,BD-1800.2000
137925,BM-6500.1500
137925,BM-3000
137925,FT-4500.1800
137925,TI
137925,NT
137925,BV-8900
138056,YP-1000
138056,R
138056,RP-1500
138056,YX
138056,TJ-3000
138056,PX
138056,YX-0300
138056,RP-1400.8000-020.80
138056,RP-1500.1400
138056,YX-0300.0150
138056,YX-0300.0190
138431,BD-5000.8300
138431,PX
138431,BM-6500.1550
138431,PH-2950
138431,PH-2950.8500
138431,PH-2950.1500
137690,HL-2500
137690,PH-1000
137690,RF-2000
137690,TI-1800.6500
137690,TI-1800.1500
137690,TI-1800.3000
138334,LH-6300.3650
138780,BD-1800.2000
138780,YL-3300.4500
139037,YF-3000.8240
139037,TJ-3000
139037,PX
139037,TP
139037,YK-2000.2200
139037,TJ-6500.8000
139037,RP-1400.8000-100
138174,FJ-1500
139143,YL-3300.4500
139143,BD-5000.8300
139143,YF-8000.1800
139143,R
139143,YV-3000.3050
139143,RX
139143,RX-8450.8000
139143,PN-8100
139143,PN-8100.0500
139683,YF-1800
139683,YF-6500
139683,LL-6000
139683,YB-8000
139683,YF-2000
137894,FT-1000.9000
137894,YN-9000
137894,TJ-3000
137894,FP-0500
137894,BT
137894,YF-6500
137894,YN
137894,FP-4500
137894,FT-1000.9500
137693,TJ-3000
137693,TJ-3200.2500
137693,TE
137628,FP-4500
137628,FT-1800
137628,PX
137628,TJ-3000
137628,FP-0500
137628,FJ-1500
137628,YH-6000.3100
137628,TD-1600.3100-200
137628,YP
137628,FJ-6700.6500
137824,LL-6000
137824,YN-9000
137824,YF-3000.0440
137824,PX
137824,YB-8000
137824,LL-6000.8050
137824,BH-8400.6000-060
138143,FP-0500
138143,TD-1200
138143,TJ-4500
138143,TB-0900.8000-800
138143,TP
138143,TJ-3000
138143,TC-5000
137689,FN-1500
137689,PX
137689,PH-1400.5000-100
137689,HL-8700
137689,YB-9500.1500
137689,PL-7000
137689,PS-9800
137689,YB-9500.0500
137689,PH-1400.5000
137689,RP-1400.8000-050
137686,PH-1000
137686,PH-3300.8030
137686,DF-4500
138178,YN
138178,YF-3000.1480-120
138178,YF-3000.1480-150
138178,LF-4900.1500-120
138178,YF-3000.3800
138178,LJ-2000
138178,LH-2700
138178,LF
138178,LV-8300.9000
138178,YF-3000.7740
138178,YF-3000.5040
138178,R
138178,PH-1000
138178,LR-6600
138178,LH-2700.6000
138178,LL-6000
138178,YF-3000.3520
138178,YF-3000.5880
138178,ND-2000.9000
138178,ND-2000.6500-360
138178,YN-9000
138178,L
138178,ND-3500.3600
138178,LH-6300.5500
138178,RX-8450.7900
138178,RX
138178,RX-8450.8000
138178,RP-5000.1500
138178,RP-1400.8000-900
138178,LN-9500
138704,FJ-1500
138704,D
138704,JR-8200
138704,JP
138704,TJ-6500.6000
138704,TJ-3000
138704,TJ-6500.8000
138704,LH-2700.5000
138550,YB-9500.1500
138550,BD
138550,BD-1800.8200-250
138550,YB-9500.3300
138550,YL-3300.4500
138550,LH-2700.6000
138550,YK-6500.6600-550
138550,YK-6500.6600
138550,NL
138550,NL-6000.9500
138626,TJ-3200.2500
138626,TJ-3000
138250,FP-0500
138250,YF-5000
138250,PH-1800.8500
138250,PX
138250,BH-1800.3500
138250,PN-8100
138250,RP-1500.1400
138695,YF-3000.0800
138695,PL-7000
138695,LH-5000
138695,TJ-3000
138695,LH-2700
138695,PX
138695,YF-3000.3150
138695,NT
138695,PN-8100
137878,FP-0500
137878,PX
137878,FN-1900
138381,LV-1600
138381,L
138381,YF-3000.2440
138381,LF
138381,LH-2700
138381,YF-8000.1800
138381,LV-6800
138381,YL-3300.4500
138381,NL-6000.9500
138381,YK-6500.6600
138381,YB-9500.1500
138381,YB-9500.3300
138381,YB-9500.0500
138381,YK-6500.6600-550
138381,YF-8000.0500
138381,YK-2000.2200
138381,LV-7200
138381,LJ-5000.1500
138381,R
138381,BD-1800.2250
138381,BD-1800.8200-250
138381,YF-5000
138381,PX
138381,RX-1700
138381,RP-5000.1500
138381,RX-8450.8000
138381,RP-1400.8000-300
138381,LN-9500
138132,YL-3300.4500
138132,BM-6500.1500
138132,PX
138132,BD-1800.2000
138132,LV-2400
138132,LH-0600.9000-250
138132,TI
138939,BM-3000.1000
138939,BM-6500.1500
138939,YV-3000.3050
138939,BD-5000.8300
138939,TJ-6500.6300
138939,BM-6500
138939,PX
138939,TI
138939,YY-0500.9500
138939,TI-1800.6700
137809,BH-3700.3000
137809,PX
137809,FN-1500
137809,YL-3300.4500
137809,TB-7000.6000
137809,BH-3500.3400-450
137809,TJ-3000
137809,TE-1000.1000
137683,FT-4500
137683,BH-3000.3500
137683,TJ-3000.8000
137683,PH-3300.2750
137683,BH-3000.3550
139173,BD-5000.3500
139173,LH-2700.6000
139173,PX
139173,BT-4500.6500-350
139173,BD-2400.2590
137935,YX-0500.8000
137935,FN-1900
137935,YX
137935,R
137935,RF-3300
137935,YX-0500
137935,YB-9500.0500
137935,YB-9500.1500
137935,FP-0500
137935,PH-1000
137935,RP-1500
137935,RF-2000
137935,TJ-3000
137935,YJ-0500.0300
137935,RP-1400.8000-800
137935,RP-1400.8000-020.15
137935,RP-5000.1500
137935,RP-1400.8000-800
137935,RP-1400.8000-020.80
137935,RP-1500.1400-750
138588,RP-1500.3300
138588,RM-6500
138588,RF-2500
138588,RX-8450.8000
138588,RX-8450.8100
138588,RX-1700.0500
138588,RX-1700.1700
138588,RX-8450.1150
138588,RP-6400.8000-620
139411,YB-8000
139411,YF-6500
139411,RP-1500
139411,PH-1800
139411,PH-1800.5000
137939,BH-1800
137939,YP-1000
137939,YX-0500
137939,RP-1500
137939,TJ-3000
137939,YX-0500.8000
137939,YX-0300
137939,PX
137939,FN-1900
137939,BH-1800.1500-100
137939,RP-1400.8000-020.80
137939,RP-1400.8000-800
137939,RP-1400.8000-800
137939,RP-1400.8000-070
137939,RP-1500.1400-750
137939,YX-0300.0190
137939,YX-0300.0150
137736,YF-8000.0500
137736,YF-8000.1800
137736,RF-2500
137736,RX-8450.8000
137736,RX
137736,RX-1700
137697,FP-0500
137697,PX
137697,L
137697,FT-6200
137697,TP
137697,TJ-3000
138765,YB-8000
138765,PX
138765,YF-6500
138765,LL-6000
138765,YF-3000.0440
138765,LR-6600
138765,LR-6200
138765,YF-1500.8000
138765,LR-8000.8000-820
137593,LH-2700
137593,TJ-3000
137593,YF-3000.7740
137593,YF-3000.8760
137593,TP
137593,JP-1500.1700-050
138261,L
138261,LV-1600
138261,LF
138261,YK-6500.6600
138261,YK-6500.6600-550
138261,LV-6800
138261,BD-1800.8200-250
138261,YL-3300.4500
138261,NL-6000.9500
138261,YB-9500.1500
138261,YB-9500.3300
138261,BD-1800.2250
138261,PX
138261,YK-2000.2200
138261,YB-9500.0500
138261,LN-9500
139274,ND-2000.6500-360
139274,ND-3500.3600
139274,PH-1000
139274,PL-7400.1500
139274,YP
139274,YL-3300.4500
139274,FP-0700.5000
137858,YV-3000.3050
137858,YV-3000.3000
137858,BH-1800
137858,BH-1800.1500-200
137858,PX
138019,RF-3300
138019,RF-2500
138019,RM-6500
138019,RF-2000
138019,PH-6100
138019,RR-8800.6400
138019,PH-0320
138019,RP-1400.8000-050
138019,RP-5000
138019,RP-1400.8000-650
138019,RP-6400.8000-600
138019,RP-6400.8000-300
138239,LF
138239,LR
138239,YF-3000.0800
138239,YF-3000.1480
138239,LL-3000
138239,LR-6600
138239,LV-6800
138239,YF-3000.1480-120
138239,RM-3300.6600
138239,YF-3000.2440
138239,LH-2700
138239,YF-3000.3520
138239,LH-2600.6500
138239,TJ-6500.8000
138239,R
138239,L
138239,LH-2600
138239,LH-2700.2000
138239,LH-2700.6000
138239,YF-5000
138239,PH-1000
138239,YF-3000.3800
138239,PL-6600
138239,YF-8000.0500
138239,TJ-3000
138239,LF-4900.1500-120
138239,LD-3300.1500
138239,YF-3000.3520-250
138239,LF-4900.1000
138239,LL
138239,PN-8100
138239,RP-1400.8000-300
138239,RX
138239,RX-8250
138239,RP-6400.8000-620
138117,YB-9500.1500
138117,HL-8700
138117,YL-3300.4500
138171,ND-2000.1500-160
138171,YF-1800
138171,YF-6500
138171,LR-3200
138171,TJ-3000
138171,ND-2000.6500-360
138171,ND-3500.3600
138171,ND-2000.3500
138171,YF-5000
138171,PL-7000
138171,LR
138171,YF-1500.8000
138171,YF-9000
138171,LR-6200
138171,LR-6600
138171,LR-8000.8000-820
138171,ND-2000.9000
138171,ND-9000
138171,PL-7400.1900
138171,YF-3200
138171,PX
138171,YF-1800.5000
138218,YL-3300.4500
138218,BD-1800.2000
138218,LH-2700.2500
138218,ND-9200
137955,BH-8400.6000-280
137717,BH-1800
137717,YV-3000.3050
137717,TJ-3000
137717,YL-3300.4500
137717,PX
137717,YV-3000.3000
137717,BM-6500.1500
137717,BD-5000.3500
137717,BD-1800.2000
137717,ND-2000.6500-360
137717,ND-3500.3600
137717,R
137717,YF-8000.0500
137717,YF-8000.1800
137717,PH-2950
137717,PH-2950.8500
137717,PH-2950.1500
137717,PH-2950.3050
137717,RX
137717,RX-8450.8000
138304,YP
138304,YL-3300.4500
138304,FJ-6700.6500
138304,FT-1500
138304,FP-4500
138304,FP-0500
138304,PX
138304,YP-3500
139296,R
139296,RF-2000
139296,RR
139296,PX
139296,TP
139296,YF-5000
139296,PH-2360
139296,RF-3300
139296,YF-8000.1800
139296,YF-8000.0500
139296,RF-2500
139296,YJ-0500.0300
139296,RP-5000.1500
139296,RP-1400.8000-675
139296,RX-8450.8000
139296,RX
139346,FP-0700
138402,BD-5000.8300
138402,YV-3000.3050
138402,TJ-6500.6300
138402,BM-6500.1500
138775,ND-2000.3500
138775,ND-2000.1500
138775,ND-3400
138775,ND-3500
138099,YF-3000.1300
138099,HH-8000
138099,YF-4500
138099,LR-3200
138099,LR-6200
138099,LR-6600
138099,LR-8000.8000-820
138099,HH
138099,YF-1500.8000
138099,LR-1700
138099,RP-1400.8000-300
137790,YB-8000
137790,BT
137790,YF-6500
137790,BT-4500.6500-500
137790,BT-4500.6500-170
137790,BT-4500.6500-350
137790,BT-4500.6500-800
139711,ND-2000.1500
139711,ND-3500
139711,ND-2000.3500
139040,BH-3700.3000
139040,PX
139040,TJ-3000
139040,BH-3500.3400-450
138889,BM-3000.2000
138889,BM-3000.0500
138889,BM-6500.1500
138889,BM-3000
138335,YF-5000
138335,ND-2000.1500-160
138335,ND-3500.3600
138335,ND-2000.3500
138335,ND-2000.9000
138335,PL-7400.1500
138335,PH-6200.4600
138335,R
138335,RP-6400.8000-660
138092,PH-1000
138092,PH-2400
138092,YB-9500.0500
138092,YB-9500.1500
138092,YF-5000
138092,RP-1500
138092,YJ-0500.0300
138092,YP-3500
138092,TP
138092,LR
138092,YX
138092,YX-0500
138092,YK-2000.2000
138092,YK-2000.2100
138092,TJ-3000
138092,TJ-6500.8000
138092,PH-1250.1800
138092,RP-6400.8000-620
138380,BM-6500.1500
138380,LH-0600.9000-250
138380,YL-3300.4500
138380,PX
138380,BD-1800.2000
138380,NT
137844,TJ-3000
137844,BD-5000.8300
137844,YL-3300.4500
137844,R
137844,YF-8000.0500
137844,FT-4500.1800
137844,BM-6500.1550
137844,PB-0900
137844,NT
137844,PH-2950
137844,PH-2950.8500
137844,PH-2950.1500
137844,PH-2950.3050
137844,BV-8900
137844,PH-2950.1500-120
137844,PH-2950.1500-200
137844,PH-2950.8500-870
137844,RD-1900
139724,YB-8000
139724,YF-6500
139724,LH-3000
139724,NS-8000.5000
139724,YF-1800
139724,YF-1800.5000
139724,YF-5000
139724,NL-5000.5000
138325,YL-3300.4500
138325,BD-1800.2000
138325,PH-2950.8500
138325,PH-2950.1500
138325,PH-2950
137891,YP-3500
137891,YB-9500.0500
137891,YK-8000.2000
137891,PH-2400.1900
137891,YJ-0500.0500
137891,PH-2400.2000
137920,YL-3300.4500
137920,BD-1800.2000
138353,BD-5000.8300
138353,BD-1800.2000
138353,ND-9200
139621,YB-9500.0500
139621,YB-9500.1500
139621,YB-9500.1500-630
139621,YB-9500.1500-680
139621,YS-2000.2500
139621,YS-2000
139621,PS-9800
139621,PL-7000
139621,JR-8200
139621,PH-1400.5000-100
139621,LJ-8000
139621,LJ-8000.8500
139621,LJ-8000.8250
139621,LJ-8000.2500
139621,LH-2700
139621,LH-2700.0150
139309,LH-6700
139309,ND-9200
138237,YL-3300.4500
138237,YF-8000.0500
138237,YF-8000.1800
138237,BD-1800.2000
138237,FT-4500.1800
138237,YB-9500.0500
138237,YF-8000.1800-850
138237,LJ-8000
138237,RF-6500
138237,LJ-8000.8250
138237,PX
138237,NT
138237,RX-8450.8000
138237,RX
138237,RX-8250.1700
138237,RX-8250.0500
139639,YL-3300.4500
139639,PH-2400
139639,BD
139639,TI-1800.2000
139639,ND-2000.3500
139639,PH-2950
139639,RX
139639,RX-8450
139639,PX-1800.7900
139406,BD-2400
139406,RX-8470
137856,YB-8000
137856,PH-3300.3000
137856,YF-6500
137856,LH-5000
137856,BT-4500.6500-800
137856,BT
137856,LT-2800
137856,PH-7000
137856,PH-0320
139558,HD-1800
139558,HD-1800.3000
139558,YL-3300.4500
139558,PH-6100.6800
139558,YB-9500.1500
139558,YK-2000.2100
139558,HH
139558,LR-1700
139558,YF-1800
139558,YF-1800.5000
139558,YF-6500
139558,YK-2000.2200
139558,PX
139558,PH-1250
138047,BD-1800.2000
138872,FP-0500
138872,ND-9200
138872,TC-5500.9500
138872,PN-8100.4500-900
138796,LV-1600
138796,L
138796,LF
138796,LT-3400
138796,TJ-6500.6300
138796,YL-3300.4500
138796,LH-6600
138796,LJ-2000.6750
138796,PX
138796,LF-4900.2150
138796,YF-3000.3800
138796,YV-3000.3050
138796,LV-8300.9000
138796,LV-2400
138796,LV-1800
138796,LV-2400.6350
138796,YF-3000.0920
138796,YF-3000.3520
138796,LN-5000
138804,YF-6500
138804,L
138804,YF-3000.2440
138804,LL-3000
138804,R
138804,YF-5000
138804,PX
138804,YK-6500.6600
138804,LH-2700
138804,YB-9500.0500
138804,YK-6500.6600-550
138804,YF-3000.0440
138804,YF-3000.1480
138804,RF-2000
138804,LF
138804,RM-3300.6600
138804,LR
138804,YB-8000
138804,LR-6600
138804,YB-9500.3300
138804,LV-6800
138804,LV-1800
138804,RF-3300
138804,YF-3000.3800
138804,TJ-3000
138804,LJ-5000.1000
138804,LJ-5000.1500
138804,YF-3000.0800
138804,LF-4900.2050
138804,YB-9500.1500
138804,LJ-5000.1500-650
138804,YF-3200
138804,LF-4900.2150
138804,JR-8200
138804,RP-1400.8000-100
138804,RP-5000.1500
138804,PN-8100
138804,RX
138804,RX-8450.8100
138804,RP-1400.8000-050
138804,RX-8450.7900
138804,RP-1400.8000-675
138804,RP-6400.8000-620
138804,PN-8100.3000
138804,LN-9500
139354,YL-3300.4500
139354,PX
139354,BD-2400.2500
139354,PW-9100
138569,PX
138569,PL-7000
138569,PL-6600
138569,YH-6000.0250
138569,PS-6500
138569,PH-1400.5000-100
138569,JR-8200
138569,PL-7400.1500
138569,PS-9800
138569,YB-9500.0500
138569,YB-9500.1500
138569,YB-8000
138569,YK-2000.2100
138569,YK-2000.2200
138569,BH-8600
138569,YV-3000.3050
138569,YV-3000.3000
138770,TJ-3000
138770,PN-8100.1000
137871,TJ-6500.8000
137871,TP
137871,DM
137871,DM-1800
138148,FT-1800
138148,FP-0500
138148,FJ-1500
138148,YH-6000.0250
138148,YH-6000.3100
138148,YH-0500
138148,YR-3500
138148,TD-1600.3100-200
138148,TD-1600.3100-180
138148,TD-1600.3100-330
138148,FT-3600
138148,TD-1600.3100-950
138148,FT-8000.8000
138148,YF-6500
138148,YF-4500
138148,YF-1800
138148,YF-5000
138148,YF-1800.5000
138148,YB-8000
138148,YF-3200
138148,YF-9000
138148,TD-1600.3100-400
138148,TD-1600.3100-800
138148,YT
139557,BM-6500.1500
139557,BD-5000.8300
139557,YL-3300.4500
139557,BD-1800.2000
139557,PX
138018,RF-2500
138018,ND-9200
138018,TJ-6500
138018,RX-8450.8000
138018,RX-8450.8100
138460,YL-3300.4500
138460,BD-1800.2000
138460,TI-1800.2000
138460,BV-8900
138460,NT-8900
138570,PL-7000
138570,RF-2000
138570,PH-6100.6800
138570,TJ-3000
138570,YB-9500.0500
138570,YK-2000.2000
138570,PX
138570,R
138570,YJ-0500.0300
138570,YK-2000.2100
138570,YB-9500.1500
138570,HL-8700
138570,RP-1400.8000-050
138570,RP-1400.8000-070
138751,TJ-3000
138751,YF-3000.0440
138751,LH-2700
138751,YD
138751,PH-7000
138751,FP-0500
138751,PX
138751,YB-8000
138751,TJ-6500.8000
138751,TJ-4500
138751,LH-5000
138751,PH-0800
138751,FT-6200
138751,PH-1400
138751,NT
138751,PN-8100
138751,PN-8100.3000
139130,PH-6100.6800
139130,YF-8000.1800-850
139130,YB-9500.0500
139130,YB-9500.1500
139130,YK-2000.2000
139130,YK-2000.2100
139130,RX
139130,RX-8250
139203,RX-1700
139203,RX-1700.1700-650
139203,PN-8100.0500
139203,RX-1750
139378,BD-1800.2000
139378,YL-3300.4500
139378,BD-5000.8300
138584,BH-3800.6500
138676,L
138676,LL-3000
138676,LF
138676,LH-2700
138676,YK-6500.6600
138676,LR
138676,YF-1500.8000
138676,R
138676,YF-5000
138676,RM-3300.6600
138676,YF-5000.2100
138676,YF-3000.6160
138676,YF-3000.7960
138676,YF-3000.3520
138676,PX
138676,YF-3000.2440
138676,YB-8000
138676,LR-6200
138676,LR-6600
138676,LR-8000.8000-820
138676,YB-9500.0500
138676,YB-9500.3300
138676,YF-8000.1800
138676,LH-2700.2000-150
138676,YF-8000.0500
138676,YF-3000.7960-600
138676,YF-3000.7960-800
